phenocode	name	category	num_cases	num_controls	gc_lambda	num_gw_significant
K11_GULC	Gastric ulcer	XI Diseases of the digestive system (K11_)	3601	225008	1.0235	0
K11_HAEMORR	Haemmorrhoids and perianal venous thrombosis	XI Diseases of the digestive system (K11_)	4534	215956	1.062	3
K11_HEPFAIL	"Hepatic failure, not elsewhere classified"	XI Diseases of the digestive system (K11_)	570	253990	1.0283	1
K11_HERING	Inguinal hernia	XI Diseases of the digestive system (K11_)	20538	226286	1.1066	34
K11_HERNIA	Hernia	XI Diseases of the digestive system (K11_)	34119	226286	1.1319	29
K11_HYPODONTIA	Hypodontia	XI Diseases of the digestive system (K11_)	319	259999	0.93177	1
K11_HYPODONTIA_ANODONTIA		XI Diseases of the digestive system (K11_)	406	259999	0.9907	1
K11_HYPODONTIA_INCLAVO	"Hypodontia, including avohilmo"	XI Diseases of the digestive system (K11_)	508	259897	1.0283	3
K11_HYPODO_NOS	Hypodontia NOS	XI Diseases of the digestive system (K11_)	95	259999	0.70929	0
K11_HYPOLASIA_ENAMEL	Hypolasia of dental enamel	XI Diseases of the digestive system (K11_)	121	260273	0.78542	7
K11_HYPO_ONLY	Tooth agenesis EXCLUDE clefts and syndromes	XI Diseases of the digestive system (K11_)	315	260090	0.93177	1
K11_HYPO_ONLY_INCLAVO	"Tooth agenesis EXCLUDE clefts and syndromes , including avohilmo"	XI Diseases of the digestive system (K11_)	536	259736	1.0235	3
K11_IBD	Inflammatory bowel disease	XI Diseases of the digestive system (K11_)	7206	253199	1.0767	20
K11_IBD_STRICT	"Inflammatory bowel disease, strict (require KELA)"	XI Diseases of the digestive system (K11_)	4611	249705	1.0767	24
K11_IBD_STRICT_PSC	IBD (strict) with PSC	Gastrointestinal endpoints	174	236507	0.84602	1
K11_IBS	Irritable bowel syndrome	XI Diseases of the digestive system (K11_)	5628	215956	1.0378	1
K11_ILEUS	Paralytic ileus and intestinal obstruction	XI Diseases of the digestive system (K11_)	4970	215956	1.0188	1
K11_IMPACT	Impaction of intestines	XI Diseases of the digestive system (K11_)	115	215956	0.75052	0
K11_IMPACTED_TEETH	Impacted teeth	XI Diseases of the digestive system (K11_)	1049	259356	1.0475	1
K11_INTESTOTH	Other diseases of intestines	XI Diseases of the digestive system (K11_)	44449	215956	1.1116	4
K11_INTUSS	Intussusception	XI Diseases of the digestive system (K11_)	319	215956	0.95413	1
K11_JAWS	Other diseases of jaws	XI Diseases of the digestive system (K11_)	1067	232264	1.0283	1
K11_KELACROHN	"Crohn's disease patients in KELA-register (KELA code 209, or 208 with ICD K50)"	XI Diseases of the digestive system (K11_)	1177	259228	1.0523	6
K11_KELAIBD	IBD patients in KELA-register	XI Diseases of the digestive system (K11_)	5047	249705	1.0817	24
K11_KELAUC	"UC patients in KELA-register ( KELA 208 prior to 1994, or ICD K51)"	XI Diseases of the digestive system (K11_)	3752	256653	1.062	17
K11_LIP_ORAL_MUCOSA	Other diseases of lip and oral mucosa	XI Diseases of the digestive system (K11_)	2848	232264	1.0188	1
K11_LIVER	Diseases of liver	XI Diseases of the digestive system (K11_)	6415	253990	1.0378	8
K11_MAJOR_ANOMALI_JAW_SIZE	Major anomalies of jaw size	XI Diseases of the digestive system (K11_)	404	260001	0.99534	1
K11_MALABSORB	Intestinal malabsorbtion	XI Diseases of the digestive system (K11_)	728	250843	1.0378	3
K11_MANDIBULAR_HYPOPL	Mandibular hypoplasia	XI Diseases of the digestive system (K11_)	90	260315	0.66253	0
K11_MANDIBULAR_MOLAR_FAILED_ERUPT_OBSTRUCTION_TOOTH	Mandibular molar that has failed to erupt because of obstruction by another tooth	XI Diseases of the digestive system (K11_)	604	259801	1.0188	0
K11_MAXIL_MOLAR_FAILED_ERUPT_OBSTRUCTION_TOOTH	Maxillary molar that has failed to erupt because of obstruction by another tooth	XI Diseases of the digestive system (K11_)	185	260220	0.84602	0
K11_MIH	Molar incisor hypoplasia	XI Diseases of the digestive system (K11_)	132	260273	0.7973	7
K11_MIH_CARIES	"Molar incisor hypoplasia, with caries"	XI Diseases of the digestive system (K11_)	85	232264	0.70196	6
K11_MISS_TEETH_ACCID_EXTR_PAROD	"Missing teeth due to accident, extraction or parodontitis"	XI Diseases of the digestive system (K11_)	1833	232264	1.0235	0
K11_MN_PROGN_AND_SURGRT	Mandibular prognathia AND surgery (LeFortI or BSSO or LeFortI AND BSSO)	XI Diseases of the digestive system (K11_)	153	260208	0.78149	1
K11_MN_PROGN_AND_SURGRT_INCLAVO	"Mandibular prognathia AND surgery (LeFortI or BSSO or LeFortI AND BSSO) , including avohilmo"	XI Diseases of the digestive system (K11_)	197	260208	0.87537	1
K11_MN_RERTGN_AND_SURG	Mandibular retrognathia AND surgery (BSSO)	XI Diseases of the digestive system (K11_)	927	259478	1.0426	0
K11_OESITIS	Oesophagitis	XI Diseases of the digestive system (K11_)	898	225008	1.0378	0
K11_OESOBST	Oesophageal obstruction	XI Diseases of the digestive system (K11_)	588	225008	1.0235	0
K11_OESSTODUO	"Diseases of oesophagus, stomach and duodenum"	XI Diseases of the digestive system (K11_)	35397	225008	1.0966	0
K11_OESULC	Ulcer of oesophagus	XI Diseases of the digestive system (K11_)	1358	225008	1.0523	1
K11_OESULC_ADVERSE	"Ulcer of oesophagus, drug-induced"	XI Diseases of the digestive system (K11_)	91	260314	0.66605	0
K11_OPEN_BITE	Open bite	XI Diseases of the digestive system (K11_)	497	259908	1.0188	0
K11_ORAL	"Diseases of oral cavity, salivary glands and jaws"	XI Diseases of the digestive system (K11_)	28141	232264	1.0378	0
K11_ORALCYST	"Cysts of oral region, not elsewhere classified"	XI Diseases of the digestive system (K11_)	729	232264	1.0378	1
K11_ORAL_LEUCOPLACIA	Oral leucoplacia	XI Diseases of the digestive system (K11_)	326	260079	0.96773	0
K11_ORAL_LEUCOPLAC_RELAT	Oral leucoplacia and related diseases	XI Diseases of the digestive system (K11_)	1027	259378	1.0426	0
K11_OTHABDHER	Other and unspecified abdominal hernia	XI Diseases of the digestive system (K11_)	627	226286	1.0331	0
K11_OTHANRECT	Other diseases of anus and rectum	XI Diseases of the digestive system (K11_)	5802	215956	1.0235	0
K11_OTHAPPEND	Other diseases of appendix	XI Diseases of the digestive system (K11_)	199	240075	0.87537	0
K11_OTHDIG	Other diseases of the digestive system	XI Diseases of the digestive system (K11_)	9562	250843	1.0475	10
K11_OTHDISDIG	Other diseases of the digestive system	XI Diseases of the digestive system (K11_)	5999	250843	1.0188	0
K11_OTHDISOES	Other diseases of oesophagus	XI Diseases of the digestive system (K11_)	1844	225008	1.0331	1
K11_OTHDISSTOMDUOD	Other diseases of stomach and duodenum	XI Diseases of the digestive system (K11_)	1100	225008	1.0331	0
K11_OTHENTERCOL	Other noninfective gastroenteritis and colitis	XI Diseases of the digestive system (K11_)	4737	249705	1.0331	1
K11_OTHFUNC	Other functional intestinal disroders	XI Diseases of the digestive system (K11_)	9137	215956	1.0283	1
K11_OTHGASTR	Other gastritis (incl. Duodenitis)	XI Diseases of the digestive system (K11_)	4726	225008	1.0283	0
K11_OTHILEUS	"Other or unspecified ileus, impaction or obstruction"	XI Diseases of the digestive system (K11_)	3370	215956	1.0235	2
K11_OTHINFLIV	Other inflammatory liver diseases	XI Diseases of the digestive system (K11_)	1146	253990	1.0426	0
K11_OTHINT	Other diseases of intestine	XI Diseases of the digestive system (K11_)	1596	215956	1.0331	0
K11_OTHPERITON	Other diseases of peritoneum	XI Diseases of the digestive system (K11_)	847	258425	1.0475	0
K11_OVERJET	Overjet	XI Diseases of the digestive system (K11_)	124	260281	0.77757	0
K11_PANCOTH	Other diseases of pancreas	XI Diseases of the digestive system (K11_)	922	231644	1.0378	0
K11_PARALIL	Paralytic ileus	XI Diseases of the digestive system (K11_)	633	215956	1.0283	0
K11_PARODON_CHRON	Chronic parodontitis	XI Diseases of the digestive system (K11_)	3685	232264	1.0235	2
K11_PARODON_PERIAPIC_CHRONIC	Chronic periapical parodontitis	XI Diseases of the digestive system (K11_)	3413	232264	1.0188	0
K11_PERIODON_ACUTE	Acute periodontitis	XI Diseases of the digestive system (K11_)	444	232264	1.0094	0
K11_PERIODON_CHRON	Chronic periodontitis	XI Diseases of the digestive system (K11_)	2423	232264	1.0283	1
K11_PERIODON_CHRON_COMPL	"Chronic periodontitis, complicated"	XI Diseases of the digestive system (K11_)	1262	259143	1.0378	0
K11_PERIODON_CHRON_INCLAVO	"Chronic periodontitis , including avohilmo"	XI Diseases of the digestive system (K11_)	14631	245774	1.062	1
K11_PERITON	Diseases of peritoneum	XI Diseases of the digestive system (K11_)	1980	258425	1.0283	0
K11_PERITONITIS	Acute peritonitis	XI Diseases of the digestive system (K11_)	1148	258425	1.0331	1
K11_POSTOPDIS	"Postprocedural disorders of digestive system, not elsewhere classified"	XI Diseases of the digestive system (K11_)	483	250843	1.0188	0
K11_PSC_COLITIS	"Colitis, primary sclerosing"	XI Diseases of the digestive system (K11_)	246	231644	0.91415	1
K11_PSC_COLITIS_STRICT	"Colitis, primary sclerosing, strict definition"	XI Diseases of the digestive system (K11_)	194	231644	0.86271	1
K11_PULC	Peptic ulcer	XI Diseases of the digestive system (K11_)	175	225008	0.84188	2
K11_PULP_PERIAPICAL	Diseases of pulp and periapical tissues	XI Diseases of the digestive system (K11_)	6462	232264	1.0235	0
K11_PULP_PERIAPICAL_INCLAVO	"Diseases of pulp and periapical tissues, including avohilmo"	XI Diseases of the digestive system (K11_)	48687	211718	1.1066	2
K11_REFLUX	Gastro-oesophageal reflux disease	Interstitial lung disease endpoints	16043	225008	1.0817	1
K11_REIMB_202	KELA_REIMBURSEMENT_202	Gastrointestinal endpoints	13801	246604	1.0866	26
K11_RESORBTION	Pathological resorption of teeth	XI Diseases of the digestive system (K11_)	84	232264	0.68385	0
K11_RETROG_MAXILLAE	Maxillary retrognathism	XI Diseases of the digestive system (K11_)	224	260181	0.90978	0
K11_SALIVARY	Diseases of salivary glands	XI Diseases of the digestive system (K11_)	3801	232264	1.0188	0
K11_SCISS_BITE	Scissor bite	XI Diseases of the digestive system (K11_)	96	260309	0.70929	0
K11_STOMATITIS	Stomatitis and related lesions	XI Diseases of the digestive system (K11_)	1467	232264	1.0283	1
K11_STRICTURE	Intestinal stricture	XI Diseases of the digestive system (K11_)	5425	254980	1.0235	0
K11_SUPERN_TEETH_INCLAVO	"Supernumerary teeth, distomolar, including avohilmo"	XI Diseases of the digestive system (K11_)	115	260290	0.73535	0
K11_TEETH_HARD	Other diseases of hard tissues of teeth	XI Diseases of the digestive system (K11_)	1778	232264	1.0283	1
K11_TONGUE	Diseases of tongue	XI Diseases of the digestive system (K11_)	1105	232264	1.0426	0
K11_TOOTH_DEV	Disorders of tooth development and eruption	XI Diseases of the digestive system (K11_)	931	232264	1.0426	2
K11_TOXLIV	Toxic liver disease	XI Diseases of the digestive system (K11_)	226	253990	0.90109	0
K11_UC_NOCD	"Ulcerative colitis (strict definition, all Crohn cases excluded)"	XI Diseases of the digestive system (K11_)	2768	249705	1.0571	17
K11_UC_STRICT	"Ulcerative colitis (strict definition, require KELA)"	XI Diseases of the digestive system (K11_)	3276	256653	1.0571	16
K11_UC_STRICT2	"Ulcerative colitis (strict definition, require KELA, min 2 HDR)"	XI Diseases of the digestive system (K11_)	3135	256653	1.0571	16
K11_UC_STRICT_PSC	Ulcerative colitis (strict) with PSC	Gastrointestinal endpoints	143	239665	0.78149	1
K11_ULCER	Ulcerative colitis	XI Diseases of the digestive system (K11_)	5349	249705	1.0669	14
K11_UMBHER	Umbilical hernia	XI Diseases of the digestive system (K11_)	5116	226286	1.062	9
K11_VASCINT	Vascular disorders of the intestines	XI Diseases of the digestive system (K11_)	911	215956	1.0378	0
K11_VENTHER	Ventral hernia	XI Diseases of the digestive system (K11_)	4571	226286	1.0571	3
K11_VOLVU	Volvulus	XI Diseases of the digestive system (K11_)	389	215956	0.9907	0
K13_ORAL_LICHEN_RUBER	Oral lichen ruber planus	XI Diseases of the digestive system (K11_)	244	260161	0.89677	1
KELA_DIAB_INSUL	"Diabetes, insuline treatment (Kela reimbursement)"	Diabetes endpoints	35494	224911	1.2655	77
KELA_DIAB_INSUL_EXMORE	"Diabetes, insuline treatment (Kela reimbursement) (more control exclusions)"	Diabetes endpoints	35494	214299	1.2767	85
KNEE_ARTHROSIS	Gonarthrosis [arthrosis of knee](FG)	Rheuma endpoints	27799	203797	1.1946	26
KRA_PSY_ALCOH	"Alcohol abuse, main dg"	Psychiatric endpoints	3145	257260	1.0475	0
KRA_PSY_ALCOH_EXMORE	"Alcohol abuse, main dg (more control exclusions)"	Psychiatric endpoints	3145	198105	1.0475	0
KRA_PSY_ANXIETY	Anxiety disorders	Psychiatric endpoints	25224	235181	1.1066	0
KRA_PSY_ANXIETY_EXMORE	Anxiety disorders (more control exclusions)	Psychiatric endpoints	25224	198105	1.1217	1
KRA_PSY_ANYMENTAL	Any mental disorder	Psychiatric endpoints	62300	198105	1.1682	10
KRA_PSY_ANYMENTAL_SUICID_PREG_NERV	"Any mental disorder, or suicide (or attempt), or psychic disorders complicating pregnancy, partum or puerperum or nerve system disorders"	Psychiatric endpoints	2132	258273	1.0283	0
KRA_PSY_AUTISM	Autism spe	Psychiatric endpoints	335	260070	0.97687	1
KRA_PSY_AUTISM_EXMORE	Autism spe (more control exclusions)	Psychiatric endpoints	335	198105	0.89246	1
KRA_PSY_BEHAV	Behavioural disorders	Psychiatric endpoints	443	259962	1.0094	0
KRA_PSY_BEHAV_EXMORE	Behavioural disorders (more control exclusions)	Psychiatric endpoints	443	198105	0.92734	0
KRA_PSY_CHILDEMOT	Emotional disorders starting during childhood or adolecense	Psychiatric endpoints	949	259456	1.0378	0
KRA_PSY_CHILDEMOT_EXMORE	Emotional disorders starting during childhood or adolecense (more control exclusions)	Psychiatric endpoints	949	198105	1.0283	0
KRA_PSY_CHILDSOC	Social disorders starting during childhood or adolecense	Psychiatric endpoints	150	260255	0.81332	0
KRA_PSY_CHILDSOC_EXMORE	Social disorders starting during childhood or adolecense (more control exclusions)	Psychiatric endpoints	150	198105	0.76203	1
KRA_PSY_CODUCTEMOT	Mixed disorders of conduct and emotions	Psychiatric endpoints	468	259937	1.0188	0
KRA_PSY_CODUCTEMOT_EXMORE	Mixed disorders of conduct and emotions (more control exclusions)	Psychiatric endpoints	468	198105	0.94962	0
KRA_PSY_DEMENTIA	Any dementia	Psychiatric endpoints	7009	253396	1.0331	6
KRA_PSY_DEMENTIA_EXMORE	Any dementia (more control exclusions)	Psychiatric endpoints	7009	198105	1.0331	6
KRA_PSY_DEVWIDE	Wide developmental disorders	Psychiatric endpoints	471	259934	1.0235	0
KRA_PSY_DEVWIDE_EXMORE	Wide developmental disorders (more control exclusions)	Psychiatric endpoints	471	198105	0.94514	0
KRA_PSY_EATING	KRA_PSY_EATING	Psychiatric endpoints	1789	258616	1.0235	1
KRA_PSY_EATING_EXMORE	KRA_PSY_EATING (more control exclusions)	Psychiatric endpoints	1789	198105	1.0283	0
KRA_PSY_HYPERKIN	Hyperkinetic disorders	Psychiatric endpoints	1145	259260	1.0523	0
KRA_PSY_HYPERKIN_EXMORE	Hyperkinetic disorders (more control exclusions)	Psychiatric endpoints	1145	198105	1.0426	0
KRA_PSY_MENTALRET	Mental retardation	Psychiatric endpoints	776	259629	1.0378	0
KRA_PSY_MENTALRET_EXMORE	Mental retardation (more control exclusions)	Psychiatric endpoints	776	198061	0.99534	0
KRA_PSY_MOOD	Mood disorders	Psychiatric endpoints	31552	228853	1.1474	4
KRA_PSY_MOOD_EXMORE	Mood disorders (more control exclusions)	Psychiatric endpoints	31552	198105	1.1577	3
KRA_PSY_MOTOR	Motor disorders	Psychiatric endpoints	269	260136	0.94514	0
KRA_PSY_MOTOR_EXMORE	Motor disorders (more control exclusions)	Psychiatric endpoints	269	198105	0.92293	0
KRA_PSY_PERSON	Personality disorders	Psychiatric endpoints	7121	253284	1.062	0
KRA_PSY_PERSON_EXMORE	Personality disorders (more control exclusions)	Psychiatric endpoints	7121	198101	1.0718	1
KRA_PSY_PUERPER	"Mental and behabioural disorders of puerperum, not classified elsewhere"	Psychiatric endpoints	217	146844	0.90109	0
KRA_PSY_PUERPER_EXMORE	"Mental and behabioural disorders of puerperum, not classified elsewhere (more control exclusions)"	Psychiatric endpoints	217	111471	0.80128	0
KRA_PSY_SCHIZODEL	Schizophrenia or delusion	Psychiatric endpoints	10760	249645	1.0426	1
KRA_PSY_SCHIZODEL_EXMORE	Schizophrenia or delusion (more control exclusions)	Psychiatric endpoints	10760	198105	1.062	1
KRA_PSY_SLEEP_NONORG	Nonorganic sleeping disorders	Psychiatric endpoints	2642	257763	1.0141	1
KRA_PSY_SLEEP_NONORG_EXMORE	Nonorganic sleeping disorders (more control exclusions)	Psychiatric endpoints	2642	198105	1.0235	0
KRA_PSY_SPEELING	Speech and linguistic disorders	Psychiatric endpoints	1554	258851	1.0331	0
KRA_PSY_SPEELING_EXMORE	Speech and linguistic disorders (more control exclusions)	Psychiatric endpoints	1554	198105	1.0331	0
KRA_PSY_SUBSTANCE	Substance abuse	Psychiatric endpoints	15463	244942	1.1319	2
KRA_PSY_SUBSTANCE_EXMORE	Substance abuse (more control exclusions)	Psychiatric endpoints	15463	198062	1.1217	4
KRA_PSY_TIC	Tic disorders	Psychiatric endpoints	209	260196	0.88817	0
KRA_PSY_TIC_EXMORE	Tic disorders (more control exclusions)	Psychiatric endpoints	209	198105	0.87114	0
L12_ABSCESS_CUT	"Cutaneous abscess, furuncle and carbuncle"	XII Diseases of the skin and subcutaneous tissue (L12_)	4694	247827	1.0235	0
L12_ACNE	Acne	XII Diseases of the skin and subcutaneous tissue (L12_)	1558	250988	1.0475	2
L12_ACNE_CONGLOBLATA	Acne conglobata	XII Diseases of the skin and subcutaneous tissue (L12_)	88	250988	0.66605	0
L12_ACNE_NAS	Other  and unspecified acne	XII Diseases of the skin and subcutaneous tissue (L12_)	185	250988	0.85852	0
L12_ACNE_VULGARIS	Acne vulgaris	XII Diseases of the skin and subcutaneous tissue (L12_)	1315	250988	1.0523	0
L12_ACTINKERA	Actinic keratosis	XII Diseases of the skin and subcutaneous tissue (L12_)	5921	253634	1.062	18
L12_ALLERGICCONTACT	Alergic contact dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	2708	236161	1.0283	0
L12_ALOPECANDRO	Androgenic alopecia	XII Diseases of the skin and subcutaneous tissue (L12_)	119	141492	0.75052	0
L12_ALOPECAREATA	Alopecia areata	XII Diseases of the skin and subcutaneous tissue (L12_)	367	250988	0.99534	0
L12_APOCRINESWEAT	"Apocrine sweat disorders, other sweat gland disorders"	XII Diseases of the skin and subcutaneous tissue (L12_)	80	250988	0.66253	0
L12_ATOPIC	Atopic dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	8383	236161	1.0718	37
L12_ATROPHICSKIN	Atrophic disorders of skin	XII Diseases of the skin and subcutaneous tissue (L12_)	2035	246609	1.0331	1
L12_BULLOTH	Other bullous disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	470	259498	0.99534	3
L12_BULLOUS	Bullous disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	907	259498	1.0475	2
L12_CELLULITIS	Cellulitis	XII Diseases of the skin and subcutaneous tissue (L12_)	3783	247827	1.0283	0
L12_CHRONICULCEROFSKIN	"Chronic ulcer of skin, not elsewhere classified"	XII Diseases of the skin and subcutaneous tissue (L12_)	1036	246609	1.0426	0
L12_CORNSANDCALLOS	Corns and callosities	XII Diseases of the skin and subcutaneous tissue (L12_)	1343	246609	1.0378	1
L12_CUTLAXSEN	Cutis laxa senilis	XII Diseases of the skin and subcutaneous tissue (L12_)	118	253634	0.75818	1
L12_DECUBITANSULCERANDPRESSURE	Decubitus ulcer and pressure area	XII Diseases of the skin and subcutaneous tissue (L12_)	816	246609	1.0331	0
L12_DERMATHERP	Dermatitis herpetiformis	XII Diseases of the skin and subcutaneous tissue (L12_)	338	259498	0.89677	5
L12_DERMATITISECZEMA	Dermatitis and eczema	XII Diseases of the skin and subcutaneous tissue (L12_)	24244	236161	1.1016	22
L12_DERMATITISNAS	Other and unspecified dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	12619	236161	1.0669	7
L12_DERM_NAS	Other and unspecified dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	10210	236161	1.0523	3
L12_DERM_NUMMULAR	Nummular dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	1284	236161	1.0475	1
L12_DISORDSKINAPPENDIX	Disorders of skin appendages	XII Diseases of the skin and subcutaneous tissue (L12_)	9417	250988	1.0571	2
L12_DYSHIDROSIS	Dyshidrosis [pompholyx]	XII Diseases of the skin and subcutaneous tissue (L12_)	246	236161	0.92293	0
L12_EPIDERMALTHICKOTH	Other epidermal thickening	XII Diseases of the skin and subcutaneous tissue (L12_)	599	246609	1.0235	0
L12_EPIDERMTHICKNAS	Other and unspecified epidermal thickening	XII Diseases of the skin and subcutaneous tissue (L12_)	408	246609	1.0	0
L12_ERYTHEMAMULTIF	Erythema multiforme	XII Diseases of the skin and subcutaneous tissue (L12_)	388	252688	1.0	0
L12_ERYTHEMANODOSUM	Erythema nodosum	XII Diseases of the skin and subcutaneous tissue (L12_)	539	252688	1.0283	0
L12_ERYTHEMATOUSOTH	Other erythematous conditions	XII Diseases of the skin and subcutaneous tissue (L12_)	509	252688	1.0235	1
L12_ERYTHRO_KELA	"Universal eryhrodermia, KELA reimbursement"	XII Diseases of the skin and subcutaneous tissue (L12_)	215	252688	0.89246	3
L12_ERYTH_NAS	Other and unspecified erythematous conditions	XII Diseases of the skin and subcutaneous tissue (L12_)	441	252688	1.0094	0
L12_ERYT_INTERTRIG	Erythema intertrigo	XII Diseases of the skin and subcutaneous tissue (L12_)	281	236161	0.94067	0
L12_EXFOLIATIVE	Exfoliative dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	179	236161	0.85017	0
L12_FACTITIALDERMAT	Factitial dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	92	246609	0.69106	0
L12_FOLICULAROTH	Other follicular disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	1082	250988	1.0426	1
L12_FOLLICULARCYST	Follicular cysts of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	3370	250988	1.0426	6
L12_FOLLICULARNAS	Other and unspecified follicular disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	541	250988	1.0331	0
L12_FOODDERMAT	Dermatitis due to ingested food	XII Diseases of the skin and subcutaneous tissue (L12_)	539	236161	1.0283	0
L12_GRANUANNU	Granuloma annulare	XII Diseases of the skin and subcutaneous tissue (L12_)	219	246609	0.89677	0
L12_GRANULOMATOUSSKIN	Granulomatous disorders of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	429	246609	1.0141	0
L12_HAIRLOSSNONSCAR	Other nonscarring hair loss	XII Diseases of the skin and subcutaneous tissue (L12_)	106	250988	0.72784	0
L12_HAIRLOSSSCAR	Cicatricial alopecia [scarring hair loss]	XII Diseases of the skin and subcutaneous tissue (L12_)	99	250988	0.71667	0
L12_HIDRADENITISSUP	Hidradenitis suppurativa	XII Diseases of the skin and subcutaneous tissue (L12_)	536	250988	1.0235	1
L12_HIRSUTISM	Hirsutism	XII Diseases of the skin and subcutaneous tissue (L12_)	279	250988	0.93621	3
L12_HYPERTRICHOSIS	Hypertrichosis	XII Diseases of the skin and subcutaneous tissue (L12_)	325	250988	0.97229	4
L12_HYPERTROPHICSKIN	Hypertrophic disorders of skin	XII Diseases of the skin and subcutaneous tissue (L12_)	994	246609	1.0475	7
L12_HYPETROPHICSCAR	Hypertrophic scar	XII Diseases of the skin and subcutaneous tissue (L12_)	936	246609	1.0475	8
L12_IMPETIGO	Impetigo	XII Diseases of the skin and subcutaneous tissue (L12_)	728	247827	1.0331	0
L12_INFECT_DERM	Infective dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	2081	236161	1.0331	0
L12_INFECT_SKIN	Infections of the skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	12578	247827	1.0475	1
L12_INFECT_SKIN_NAS	Other and unspecified local infections of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	1399	247827	1.0283	0
L12_INFECT_SKIN_OTHER	Other local infections of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	1558	247827	1.0331	0
L12_INTERNALSUBSTANCEDERM	Dermatitis due to substances taken internally	XII Diseases of the skin and subcutaneous tissue (L12_)	1426	236161	1.0378	0
L12_LICHENPLANUS	Lichen planus	XII Diseases of the skin and subcutaneous tissue (L12_)	2243	252323	1.0426	1
L12_LICHENPLANUS_INCLAVO	"Lichen planus, including avohilmo"	XII Diseases of the skin and subcutaneous tissue (L12_)	2943	257462	1.0475	2
L12_LICHENSCLERATROPH	Lichen sclerosus et atrophicus	XII Diseases of the skin and subcutaneous tissue (L12_)	1217	246609	1.0523	2
L12_LICHENSIMPLEX	Lichen simplex chronicus	XII Diseases of the skin and subcutaneous tissue (L12_)	566	236161	1.0331	0
L12_LICHSIMPANDPRURIGO	Lichen simplex chronicus and prurigo	XII Diseases of the skin and subcutaneous tissue (L12_)	1043	236161	1.0378	2
L12_LOCALDCONNECTISSUEOTH	Other localized connective tissue disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	295	246609	0.95864	0
L12_LOCALSCLERODERMA	Localized scleroderma [morphea]	XII Diseases of the skin and subcutaneous tissue (L12_)	220	246609	0.90109	0
L12_LUPUS	Lupus erythematosus	XII Diseases of the skin and subcutaneous tissue (L12_)	391	246609	1.0047	3
L12_LYMPHADENITIS	Acute lymphadenitis	XII Diseases of the skin and subcutaneous tissue (L12_)	1200	247827	1.0283	0
L12_NAILDIS	Nail disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	1381	250988	1.0378	0
L12_NAILNAS	Other and unspecified nail disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	255	250988	0.92293	0
L12_NAIL_DYSTROPHY	Nail dystrophy	XII Diseases of the skin and subcutaneous tissue (L12_)	109	250988	0.74291	0
L12_NAIL_INGROW	Ingrowing nail	XII Diseases of the skin and subcutaneous tissue (L12_)	931	250988	1.0426	0
L12_NAIL_LYSIS	Onycholysis	XII Diseases of the skin and subcutaneous tissue (L12_)	86	250988	0.68385	1
L12_NECROLIPOIDIC	"Necrobiosis lipoidica, not elsewhere classified"	XII Diseases of the skin and subcutaneous tissue (L12_)	119	246609	0.75434	1
L12_NONIONRADISKIN	Skin changes due to chronic exposure to nonionizing radiation	XII Diseases of the skin and subcutaneous tissue (L12_)	6146	253634	1.0571	17
L12_NONIONRADISKINNAS	Other and unspecified skin changes due to chronic exposure to nonionizing radiation	XII Diseases of the skin and subcutaneous tissue (L12_)	215	253634	0.88389	0
L12_OTHACUSKINSUN	Other acute skin changes due to ultraviolet radiation	XII Diseases of the skin and subcutaneous tissue (L12_)	632	253634	1.0331	0
L12_OTHACUSKINSUNNAS	Other and unspecified acute skin changes due to ultraviolet radiation	XII Diseases of the skin and subcutaneous tissue (L12_)	473	253634	1.0188	0
L12_OTHERBULL	Other and unspecified bullous disorders	XII Diseases of the skin and subcutaneous tissue (L12_)	143	259498	0.76978	0
L12_OTHERCONTACT	Other contact dermatitis	XII Diseases of the skin and subcutaneous tissue (L12_)	1594	236161	1.0426	2
L12_OTHERDISSKINANDSUBCUTIS	"Other disorders of skin and subcutaneous tissue, not elsewhere classified"	XII Diseases of the skin and subcutaneous tissue (L12_)	2739	246609	1.0235	0
L12_OTHERINFILTRATIVESKIN	Other infiltrative disorders of skin and subcutaneous tissue	XII Diseases of the skin and subcutaneous tissue (L12_)	80	246609	0.66253	2
