phenocode	name	num_cases	num_controls	gc_lambda	num_gw_significant
ILD_INSUFFICIENCY	ILD-related respiratory insufficiency	3614	173285	1.0297	1
ILD_SYST_AUTO	ILD related to systemic autoimmune disease	301	160295	0.94783	0
ILD_SYST_AUTO_DISEASES	Autoimmune diseases related-to ILD	15447	160295	1.0752	14
INFLUENZA	All influenza (not pneumonia)	1913	154769	1.0307	3
INV_VENT	Invasive ventilation	444	171974	1.0108	0
IPF	Idiopathic pulmonary fibrosis (attempt to specificity)	795	160295	1.0212	7
J10_ABSCLUNGPNEUMO	Abscess of lung	110	176442	0.73009	0
J10_ACUTELOWERNAS	Unspecified acute lower respiratory infection	1762	169210	1.0364	0
J10_ACUTEUPPERINFEC	Acute upper respiratory infections of multiple and unspecified sites	13802	148969	1.0508	1
J10_ARDS	Adult respiratory distress syndrome	108	175093	0.7104	0
J10_ASBESTPNEUMOC	Pneumoconiosis due to asbestos and other mineral fibres	185	175512	0.85852	0
J10_ASTHMA	Asthma	15926	113428	1.1026	14
J10_ASTHMACOPDKELA	Asthma/COPD (KELA code 203)	15279	152176	1.1021	17
J10_ASTHMA_EXMORE	Asthma (more controls excluded)	15926	110120	1.1046	14
J10_ASTHMA_MAIN	Asthma (only as main-diagnosis)	13531	113428	1.0936	12
J10_ASTHMA_MAIN_EXMORE	Asthma (only as main-diagnosis) (more controls excluded)	13531	110120	1.0916	12
J10_BRONCH	Bronchitis, not specified as acute or chronic	1294	152176	1.0417	0
J10_BRONCHIECTASIS	Bronchiectasis	815	152176	1.045	0
J10_BRONCHIOLITIS	Acute bronchiolitis	652	169210	1.0178	0
J10_BRONCHITIS	Acute bronchitis	5600	169210	1.025	0
J10_BRONCHNAS	Unspecified chronic bronchitis	368	152176	0.99674	0
J10_CHRONLARYNGITIS	Chronic laryngitis and laryngotracheitis	1611	136923	1.0475	0
J10_CHRONRHINITIS	Chronic rhinitsi, nasopharyngitis and pharyngitis	4097	136923	1.0264	1
J10_CHRONSINUSITIS	Chronic sinusitis	6579	136923	1.0465	4
J10_CHRONTONSADEN	Chronic diseases of tonsils and adenoids	19389	136923	1.1228	9
J10_COLD	Acute nasopharyngitis(common cold)	1841	148969	1.0283	0
J10_COPD	COPD	5210	152176	1.0596	2
J10_COPDNAS	Other chronic obstructive pulmonary disease	4965	152176	1.0562	2
J10_EMPHYSEMA	Emphysema	495	152176	1.0216	1
J10_EPIGLOTTITIS	Acute epiglottitis	155	148969	0.80728	0
J10_EXTERLUNG	Lung diseases due to external agents	1387	175512	1.0354	0
J10_HYPERSPNEUMONI	Hypersensitivity pneumonitis due to organic dust	201	175512	0.86776	0
J10_INFLUENZA	All influenza	2799	154769	1.0193	0
J10_INFLUPNEU	Influenza and pneumonia	22130	154769	1.016	3
J10_INTERSTITIUM	Other respiratory diseases principally affecting the interstitium	1806	175093	1.0264	7
J10_LARYNGITIS	Acute laryngitis and tracheitis	1631	148969	1.0417	2
J10_LOWCHRON	Chronic lower respiratory diseases	24723	152176	1.1162	20
J10_LOWERINF	Other acute lower respiratory infections	7689	169210	1.0302	1
J10_NASALPOLYP	Nasal polyp	2551	136923	1.0446	9
J10_NECROTIC	Suppurative and necrotic conditions of lower respiratory tract	457	176442	1.0075	0
J10_OTHERINSTPULM	Other insterstitial pulmonary diseases	1458	175093	1.024	6
J10_PERITONSABSC	Peritonsillar abscess	3129	136923	1.0388	8
J10_PHARYNGITIS	Acute pharyngitis	1701	148969	1.0292	0
J10_PLEURA	Other diseases of pleura	4748	172151	1.0155	0
J10_PLEUREFFUSION	Pleural effusion	1386	172151	1.0316	1
J10_PLEUROTH	Other pleural conditions	870	172151	1.0417	1
J10_PLEURPLAGUE	Pleural plaque	947	172151	1.0479	0
J10_PNEUMOBACT	Bacterial pneumoniae	6055	154769	1.0378	0
J10_PNEUMOBACTEROTH	Bacterial pneumonia, not elsewhere classified	5710	154769	1.0369	0
J10_PNEUMONAS	Pneumonia, organism unsepcified	17352	154769	1.0033	2
J10_PNEUMONIA	All pneumoniae	20389	156510	1.0108	2
J10_PNEUMONISOLLIQ	Pneumonitis due to solids and liquids	696	175512	1.0378	0
J10_PNEUMONONBACT	Pneumonia due to other infectious organisms, not elsewhere classified	240	154769	0.91853	0
J10_PNEUMOPNEUMO	Pneumonia due to Streptococcus pneumoniae	482	154769	1.0136	0
J10_PNEUMOPROBBAC	Pneumonia (excl. viral and due to other infectious organisms not elsewhere classified)	20003	156896	1.0098	1
J10_PNEUMOTHORAX	Pneumothorax	623	172151	1.034	0
J10_PULMEOS	Pulmonary eosinophilia, not elsewhere classified	144	175093	0.76281	0
J10_PULMOEDEMA	Pulmonary oedema	151	175093	0.80568	0
J10_PYOTHORAX	Pyothorax	349	176442	0.981	0
J10_RESPCONDEXT	Respiratory conditions due to other external agents	139	175512	0.79253	0
J10_RESPDISOTH	Other respiratory disorders and diseases	1842	175057	1.0207	0
J10_RESPIRATORY	Diseases of the respiratory system	83791	93108	1.1182	6
J10_RESPOTHER	Other diseases of the respiratory system	1842	175057	1.0207	0
J10_SEPTDEV	Deviated nasal septum	5160	136923	1.045	1
J10_SIMPLBRONCH	Simple and mucoplurulent chronic bronchitis	432	152176	1.0122	0
J10_SINUSITIS	Acute sinusitis	8541	148969	1.0407	2
J10_TONSILLITIS	Other and unspecified tonssillitis	5586	148969	1.0359	2
J10_UPPERDIS	Other diseases of upper respiratory tract	39976	136923	1.1233	5
J10_UPPERINFEC	Acute upper respiratory infections	27930	148969	1.0383	0
J10_VASOALLERRHIN	Vasomotor and allergic rhinitis	5746	136923	1.0504	0
J10_VIRALPNEUMO	Viral pneumonia	476	154769	1.0164	2
J10_VOCALLARYNX	Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified	7754	136923	1.0316	1
JOINTPAIN	Pain in joint	10087	109346	1.0605	0
JUVEN_ARTHR	Juvenile arthritis (FINNGEN)	570	141876	1.0369	2
K11_ABSCANAL	Abscess of anal and rectal regions	985	149001	1.0422	0
K11_ACHAL	Achalasia of cardia	196	154218	0.8758	0
K11_ACUTGASTR	Acute gastritis	1036	154218	1.0402	0
K11_ACUTPANC	Acute pancreatitis	2289	158425	1.034	4
K11_ADHE	Intestinal adhesions without obstruction	818	149001	1.0393	0
K11_ALCGASTR	Alcoholic gastritis	206	154218	0.8686	0
K11_ALCOLIV	Alcoholic liver disease	1071	173014	1.046	1
K11_APPENDACUT	Acute appendicitis	12476	163396	1.0518	4
K11_APPENDIX	Diseases of appendix	13503	163396	1.0542	3
K11_APPENDOTH	Other appendicitis	1088	163396	1.0354	0
K11_BARRET	Barret oesophagus	333	154218	0.9732	0
K11_BILIAOTH	Other diseases of biliary tract	738	158425	1.0431	0
K11_CD_STRICT	Crohn disease (strict definition, require KELA)	614	176200	1.0407	2
K11_CD_STRICT0	Crohn disease ( strict definition, all UC cases excluded)	472	170386	1.0307	2
K11_CD_STRICT2	Crohn disease ( strict definition, require KELA, min 2 HDR)	553	176200	1.0383	2
K11_CHOLANGI	Cholangitis (primary sclerosing, PSC)	536	158425	1.0273	2
K11_CHOLANGI_STRICT	Cholangitis (primary sclerosing, PSC), with reimbursement 202	158	168996	0.82711	1
K11_CHOLECYST	Chlocystitis	1564	158425	1.0278	1
K11_CHOLELITH	Cholelithiasis	15012	158425	1.0916	29
K11_CHRONGASTR	Chronic gastritis	4175	154218	1.0235	1
K11_CHRONHEP	Chronic hepatitis, not elsewhere classified	362	173014	0.98285	0
K11_CHRONPANC	Chronic pancreatitis	1303	158425	1.0378	4
K11_COELIAC	Coeliac disease	1502	171097	1.015	7
K11_CROHN	Crohn disease	1520	170386	1.0402	3
K11_DIAHER	Diaphragmatic hernia	4402	154928	1.0431	4
K11_DISLIVOTH	Other diseases of liver	1715	173014	1.0288	3
K11_DISOESINOTH	Disorders of oesophagus in diseases classified elsewhere	170	154218	0.84312	0
K11_DIVERTIC	Diverticular disease of intestine	10978	149001	1.0767	10
K11_DULC	Duodenal ulcer	1314	154218	1.035	3
K11_ENERCOLNONINF	Noninfective enteritis and colitis	6513	170386	1.0557	7
K11_FEMHER	Femoral hernia	568	154928	1.025	0
K11_FIBROCHIRLIV	Fibrosis and chirrhosis of liver	569	173014	1.0331	2
K11_FISSANAL	Fissure and fistula of anal and rectal regions	3483	149001	1.0393	0
K11_FUNCDYSP	Functional dyspepsia	3480	154218	1.0221	0
K11_GALLBILPANC	Disorders of gallbladder, biliary tract and pancreas	18474	158425	1.0921	25
K11_GALLBLAOTH	Other diseases of gallbladder	493	158425	1.0212	2
K11_GASTRODUOULC	Gastroduodenal ulcer	3484	154218	1.0231	1
K11_GIBLEEDING	GI-bleeding	3621	171097	1.0061	0
K11_GIDISEASES	Gastrointestinal diseases	83873	93026	1.0941	5
K11_GULC	Gastric ulcer	2238	154218	1.0197	0
K11_HAEMORR	Haemmorrhoids and perianal venous thrombosis	3072	149001	1.0484	0
K11_HEPFAIL	Hepatic failure, not elsewhere classified	318	173014	0.96909	2
K11_HERING	Inguinal hernia	13449	154928	1.0601	20
K11_HERNIA	Hernia	21971	154928	1.0792	18
K11_IBD	Inflammatory bowel disease	4420	172479	1.0533	14
K11_IBD_STRICT	Inflammatory bowel disease, strict (require KELA)	2813	170386	1.0513	15
K11_IBS	Irritable bowel syndrome	3584	149001	1.0292	1
K11_ILEUS	Paralytic ileus and intestinal obstruction	2999	149001	1.0269	0
K11_INTESTOTH	Other diseases of intestines	27898	149001	1.0484	0
K11_INTUSS	Intussusception	161	149001	0.80769	0
K11_KELACROHN	Crohn's disease patients in KELA-register (KELA code 209, or 208 with ICD K50)	699	176200	1.0494	2
K11_KELAIBD	IBD patients in KELA-register	3061	170386	1.0562	13
K11_KELAUC	UC patients in KELA-register ( KELA 208 prior to 1994, or ICD K51)	2292	174607	1.047	10
K11_LIVER	Diseases of liver	3885	173014	1.0292	4
K11_MALABSORB	Intestinal malabsorbtion	429	171097	1.0094	3
K11_OESITIS	Oesophagitis	585	154218	1.0316	0
K11_OESOBST	Oesophageal obstruction	343	154218	0.97733	1
K11_OESSTODUO	Diseases of oesophagus, stomach and duodenum	22681	154218	1.0615	1
K11_OESULC	Ulcer of oesophagus	863	154218	1.0528	0
K11_OTHABDHER	Other and unspecified abdominal hernia	401	154928	1.0009	1
K11_OTHANRECT	Other diseases of anus and rectum	3636	149001	1.0061	1
K11_OTHAPPEND	Other diseases of appendix	127	163396	0.76281	0
K11_OTHDIG	Other diseases of the digestive system	5802	171097	1.0359	5
K11_OTHDISDIG	Other diseases of the digestive system	3552	171097	1.0094	0
K11_OTHDISOES	Other diseases of oesophagus	1187	154218	1.0302	0
K11_OTHDISSTOMDUOD	Other diseases of stomach and duodenum	664	154218	1.0254	0
K11_OTHENTERCOL	Other noninfective gastroenteritis and colitis	2828	170386	1.0235	0
K11_OTHFUNC	Other functional intestinal disroders	5638	149001	1.0245	0
K11_OTHGASTR	Other gastritis (incl. Duodenitis)	3014	154218	1.0297	0
K11_OTHILEUS	Other or unspecified ileus, impaction or obstruction	2058	149001	1.0283	0
K11_OTHINFLIV	Other inflammatory liver diseases	715	173014	1.0354	0
K11_OTHINT	Other diseases of intestine	874	149001	1.0426	2
K11_OTHPERITON	Other diseases of peritoneum	550	175701	1.0278	0
K11_PANCOTH	Other diseases of pancreas	538	158425	1.0226	0
K11_PARALIL	Paralytic ileus	394	149001	0.98931	0
K11_PERITON	Diseases of peritoneum	1198	175701	1.035	0
K11_PERITONITIS	Acute peritonitis	658	175701	1.0417	0
K11_POSTOPDIS	Postprocedural disorders of digestive system, not elsewhere classified	292	171097	0.94918	0
K11_PSC_COLITIS	Colitis, primary sclerosing	131	158425	0.78739	1
K11_PSC_COLITIS_STRICT	Colitis, primary sclerosing, strict definition	106	158425	0.73459	2
K11_PULC	Peptic ulcer	109	154218	0.72784	0
K11_REFLUX	Gastro-oesophageal reflux disease	10167	154218	1.064	0
K11_REIMB_202	KELA_REIMBURSEMENT_202	7903	168996	1.0484	12
K11_TOXLIV	Toxic liver disease	138	173014	0.78739	1
K11_UC_STRICT	Ulcerative colitis ( strict definition, require KELA)	2013	174607	1.0446	9
K11_UC_STRICT0	Ulcerative colitis ( strict definition, all Crohn cases excluded)	1721	170386	1.0479	8
K11_UC_STRICT2	Ulcerative colitis (strict definition, require KELA, min 2 HDR)	1772	174607	1.0465	9
K11_ULCER	Ulcerative colitis	3325	170386	1.0441	8
K11_UMBHER	Umbilical hernia	3214	154928	1.045	5
K11_VASCINT	Vascular disorders of the intestines	543	149001	1.0231	0
K11_VENTHER	Ventral hernia	2844	154928	1.0369	3
K11_VOLVU	Volvulus	228	149001	0.90153	0
KELA_DIAB_INSUL	Diabetes, insuline treatment (Kela reimbursement)	22797	154102	1.1453	38
KELA_DIAB_INSUL_EXMORE	Diabetes, insuline treatment (Kela reimbursement) (more controls excluded)	22797	147714	1.152	44
KNEE_ARTHROSIS	Gonarthrosis [arthrosis of knee](FG)	17803	141876	1.1258	10
KRA_PSY_ALCOH	Alcohol abuse, main dg	1984	174915	1.0369	0
KRA_PSY_ALCOH_EXMORE	Alcohol abuse, main dg (more controls excluded)	1984	136530	1.0369	0
KRA_PSY_ANXIETY	Anxiety disorders	15770	161129	1.064	0
KRA_PSY_ANXIETY_EXMORE	Anxiety disorders (more controls excluded)	15770	136530	1.0674	0
KRA_PSY_ANYMENTAL	Any mental disorder	40369	136530	1.1026	3
KRA_PSY_ANYMENTAL_SUICID_PREG_NERV	Any mental disorder, or suicide (or attempt), or psychic disorders complicating pregnancy, partum or puerperum or nerve system disorders	40572	136327	1.1036	3
KRA_PSY_AUTISM	Autism spe	207	176692	0.88731	0
KRA_PSY_AUTISM_EXMORE	Autism spe (more controls excluded)	207	136530	0.77523	0
KRA_PSY_BEHAV	Behavioural disorders	279	176620	0.94022	0
KRA_PSY_BEHAV_EXMORE	Behavioural disorders (more controls excluded)	279	136530	0.83283	1
KRA_PSY_CHILDEMOT	Emotional disorders starting during childhood or adolecense	594	176305	1.0216	0
KRA_PSY_CHILDEMOT_EXMORE	Emotional disorders starting during childhood or adolecense (more controls excluded)	594	136530	0.97641	0
KRA_PSY_CHILDOTH	Other disorders starting during childhood or adolecense	527	176372	1.024	0
KRA_PSY_CHILDOTH_EXMORE	Other disorders starting during childhood or adolecense (more controls excluded)	0	0	0.99488	1
KRA_PSY_CHILDSOC	Social disorders starting during childhood or adolecense	100	176799	0.71482	1
KRA_PSY_CHILDSOC_EXMORE	Social disorders starting during childhood or adolecense (more controls excluded)	100	136530	0.62864	0
KRA_PSY_CODUCTEMOT	Mixed disorders of conduct and emotions	309	176590	0.95774	1
KRA_PSY_CODUCTEMOT_EXMORE	Mixed disorders of conduct and emotions (more controls excluded)	309	136530	0.8535	0
KRA_PSY_DEMENTIA	Any dementia	4760	172139	1.0269	6
KRA_PSY_DEMENTIA_EXMORE	Any dementia (more controls excluded)	4760	136530	1.0269	7
KRA_PSY_DEVWIDE	Wide developmental disorders	281	176618	0.95007	0
KRA_PSY_DEVWIDE_EXMORE	Wide developmental disorders (more controls excluded)	281	136530	0.83817	0
KRA_PSY_EATING	KRA_PSY_EATING	1127	175772	1.0369	0
KRA_PSY_EATING_EXMORE	KRA_PSY_EATING (more controls excluded)	1127	136530	1.0345	0
KRA_PSY_HYPERKIN	Hyperkinetic disorders	629	176270	1.0369	0
KRA_PSY_HYPERKIN_EXMORE	Hyperkinetic disorders (more controls excluded)	629	136530	0.9972	0
KRA_PSY_MENTALRET	Mental retardation	536	176363	1.0231	1
KRA_PSY_MENTALRET_EXMORE	Mental retardation (more controls excluded)	536	136499	0.93576	0
KRA_PSY_MOOD	Mood disorders	20255	156644	1.0846	1
KRA_PSY_MOOD_EXMORE	Mood disorders (more controls excluded)	20255	136530	1.0936	0
KRA_PSY_MOTOR	Motor disorders	163	176736	0.84436	0
KRA_PSY_MOTOR_EXMORE	Motor disorders (more controls excluded)	163	136530	0.81372	0
KRA_PSY_PERSON	Personality disorders	4774	172125	1.0436	0
KRA_PSY_PERSON_EXMORE	Personality disorders (more controls excluded)	4774	136527	1.0465	2
KRA_PSY_PUERPER	Mental and behabioural disorders of puerperum, not classified elsewhere	158	176741	0.81857	0
KRA_PSY_PUERPER_EXMORE	Mental and behabioural disorders of puerperum, not classified elsewhere (more controls excluded)	158	136530	0.73837	1
KRA_PSY_SCHIZODEL	Schizophrenia or delusion	7979	168920	1.0359	0
KRA_PSY_SCHIZODEL_EXMORE	Schizophrenia or delusion (more controls excluded)	7979	136530	1.0518	0
KRA_PSY_SLEEP_NONORG	Nonorganic sleeping disorders	1646	175253	1.0226	0
KRA_PSY_SLEEP_NONORG_EXMORE	Nonorganic sleeping disorders (more controls excluded)	1646	136530	1.0226	0
KRA_PSY_SPEELING	Speech and linguistic disorders	918	175981	1.0402	0
KRA_PSY_SPEELING_EXMORE	Speech and linguistic disorders (more controls excluded)	918	136530	1.0283	0
KRA_PSY_SUBSTANCE	Substance abuse	9768	167131	1.0767	0
KRA_PSY_SUBSTANCE_EXMORE	Substance abuse (more controls excluded)	9768	136501	1.0797	1
KRA_PSY_TIC	Tic disorders	131	176768	0.77017	0
KRA_PSY_TIC_EXMORE	Tic disorders (more controls excluded)	131	136530	0.75014	0
L12_ABSCESS_CUT	Cutaneous abscess, furuncle and carbuncle	2713	169219	1.0226	0
L12_ACNE	Acne	972	170997	1.046	0
L12_ACNE_NAS	Other  and unspecified acne	109	170997	0.73837	0
L12_ACNE_VULGARIS	Acne vulgaris	807	170997	1.0446	0
L12_ACTINKERA	Actinic keratosis	3471	172882	1.0475	8
L12_ALLERGICCONTACT	Alergic contact dermatitis	1689	161699	1.0307	0
L12_ALOPECAREATA	Alopecia areata	219	170997	0.88261	0
L12_ATOPIC	Atopic dermatitis	5311	161699	1.0489	15
L12_ATROPHICSKIN	Atrophic disorders of skin	1238	168348	1.0354	1
L12_BULLOTH	Other bullous disorders	286	176356	0.94603	3
L12_BULLOUS	Bullous disorders	543	176356	1.0311	1
L12_CELLULITIS	Cellulitis	2290	169219	1.0302	0
L12_CHRONICULCEROFSKIN	Chronic ulcer of skin, not elsewhere classified	571	168348	1.0264	1
L12_CORNSANDCALLOS	Corns and callosities	836	168348	1.0479	0
L12_DECUBITANSULCERANDPRESSURE	Decubitus ulcer and pressure area	485	168348	1.0169	1
L12_DERMATHERP	Dermatitis herpetiformis	218	176356	0.88988	3
L12_DERMATITISECZEMA	Dermatitis and eczema	15200	161699	1.0586	7
L12_DERMATITISNAS	Other and unspecified dermatitis	7780	161699	1.0354	2
L12_DERM_NAS	Other and unspecified dermatitis	6215	161699	1.0321	1
L12_DERM_NUMMULAR	Nummular dermatitis	847	161699	1.0484	0
L12_DISORDSKINAPPENDIX	Disorders of skin appendages	5902	170997	1.0407	1
L12_DYSHIDROSIS	Dyshidrosis [pompholyx]	158	161699	0.81736	0
L12_EPIDERMALTHICKOTH	Other epidermal thickening	375	168348	0.98607	1
L12_EPIDERMTHICKNAS	Other and unspecified epidermal thickening	269	168348	0.93354	0
L12_ERYTHEMAMULTIF	Erythema multiforme	250	172081	0.92469	0
L12_ERYTHEMANODOSUM	Erythema nodosum	327	172081	0.9732	0
L12_ERYTHEMATOUSOTH	Other erythematous conditions	320	172081	0.96409	0
L12_ERYTHRO_KELA	Universal eryhrodermia, KELA reimbursement	112	172081	0.74367	1
L12_ERYTH_NAS	Other and unspecified erythematous conditions	274	172081	0.93665	0
L12_ERYT_INTERTRIG	Erythema intertrigo	169	161699	0.82915	0
L12_EXFOLIATIVE	Exfoliative dermatitis	107	161699	0.72597	0
L12_FOLICULAROTH	Other follicular disorders	625	170997	1.0374	1
L12_FOLLICULARCYST	Follicular cysts of skin and subcutaneous tissue	2171	170997	1.0455	3
L12_FOLLICULARNAS	Other and unspecified follicular disorders	335	170997	0.97366	0
L12_FOODDERMAT	Dermatitis due to ingested food	311	161699	0.96409	0
L12_GRANUANNU	Granuloma annulare	146	168348	0.79412	0
L12_GRANULOMATOUSSKIN	Granulomatous disorders of skin and subcutaneous tissue	284	168348	0.95684	0
L12_HIDRADENITISSUP	Hidradenitis suppurativa	282	170997	0.92073	0
L12_HIRSUTISM	Hirsutism	166	170997	0.83324	0
L12_HYPERTRICHOSIS	Hypertrichosis	191	170997	0.86313	1
L12_HYPERTROPHICSKIN	Hypertrophic disorders of skin	625	168348	1.0426	0
L12_HYPETROPHICSCAR	Hypertrophic scar	591	168348	1.0383	1
L12_IMPETIGO	Impetigo	457	169219	1.008	0
L12_INFECT_DERM	Infective dermatitis	1306	161699	1.0359	0
L12_INFECT_SKIN	Infections of the skin and subcutaneous tissue	7680	169219	1.0316	0
L12_INFECT_SKIN_NAS	Other and unspecified local infections of skin and subcutaneous tissue	842	169219	1.0326	0
L12_INFECT_SKIN_OTHER	Other local infections of skin and subcutaneous tissue	951	169219	1.034	0
L12_INTERNALSUBSTANCEDERM	Dermatitis due to substances taken internally	826	161699	1.0374	0
L12_LICHENPLANUS	Lichen planus	1431	171917	1.047	1
L12_LICHENSCLERATROPH	Lichen sclerosus et atrophicus	738	168348	1.0441	2
L12_LICHENSIMPLEX	Lichen simplex chronicus	338	161699	0.97412	0
L12_LICHSIMPANDPRURIGO	Lichen simplex chronicus and prurigo	638	161699	1.0321	2
L12_LOCALDCONNECTISSUEOTH	Other localized connective tissue disorders	180	168348	0.84478	0
L12_LOCALSCLERODERMA	Localized scleroderma [morphea]	131	168348	0.76203	0
L12_LUPUS	Lupus erythematosus	249	168348	0.92734	0
L12_LYMPHADENITIS	Acute lymphadenitis	788	169219	1.0441	0
L12_NAILDIS	Nail disorders	846	170997	1.0494	0
L12_NAILNAS	Other and unspecified nail disorders	135	170997	0.78582	0
L12_NAIL_INGROW	Ingrowing nail	596	170997	1.0436	0
L12_NONIONRADISKIN	Skin changes due to chronic exposure to nonionizing radiation	3619	172882	1.0465	9
L12_NONIONRADISKINNAS	Other and unspecified skin changes due to chronic exposure to nonionizing radiation	138	172882	0.78306	1
L12_OTHACUSKINSUN	Other acute skin changes due to ultraviolet radiation	390	172882	0.99814	0
L12_OTHACUSKINSUNNAS	Other and unspecified acute skin changes due to ultraviolet radiation	294	172882	0.95007	0
L12_OTHERCONTACT	Other contact dermatitis	1035	161699	1.0494	0
L12_OTHERDISSKINANDSUBCUTIS	Other disorders of skin and subcutaneous tissue, not elsewhere classified	1668	168348	1.034	1
L12_OTHERMELANIN	Other melanin hyperpigmentation	198	168348	0.87453	0
L12_OTHERSKINSUBCUTIS	Other disorders of skin and subcutaneous tissue	8551	168348	1.034	1
L12_OTHPIGMENTATION	Other disorders of pigmentation	418	168348	1.0084	0
L12_PAPULOSQUAMOUS	Papulosquamous disorders	4982	171917	1.047	6
L12_PAPULOSQUAOTH	Other papulosquamous disorders	107	171917	0.72373	0
L12_PARAPSORI	Parapsoriasis	197	171917	0.87283	1
L12_PEMPHIGOID	Pemphigoid	206	176356	0.87877	1
L12_PEMPHIGOID_BULL	Bullous pemphigoid	158	176356	0.80929	1
L12_PERIORALDERM	Perioral dermatitis	152	170997	0.8109	0
L12_PILONIDALCYST	Pilonidal cyst	1134	169219	1.0369	0
L12_PRURIGONAS	Other  prurigo	106	161699	0.71853	2
L12_PRURIGONOD	Prurigo nodularis	230	161699	0.90023	1
L12_PRURITUS	Pruritus	1022	161699	1.0475	1
L12_PSORIASIS	Psoriasis	3399	171917	1.0518	7
L12_PSORI_ARTHRO	Arthropathic psoriasis	1171	171917	1.0513	1
L12_PSORI_GUTTATE	Guttate psoriasis	136	171917	0.77718	1
L12_PSORI_NAS	Other and unspecified psoriasis	566	171917	1.047	1
L12_PSORI_PUSTUPALM	Pustulosis palmaris et plantaris	404	171917	1.0136	0
L12_PSORI_VULG	Psoriasis vulgaris	2112	171917	1.0398	5
L12_PYODERMA	Pyoderma	218	169219	0.88432	1
L12_PYOGENGRANUL	Pyogenic granuloma	154	168348	0.82385	0
L12_RADIATIONRELATEDSKIN	Radiation-related disorders of the skin and subcutaneous tissue	4017	172882	1.0383	7
L12_ROSACEA	Rosacea	917	170997	1.0494	0
L12_ROSACEANAS	Other and unspcified rosacea	753	170997	1.0436	0
L12_SCARCONDITIONS	Scar conditions and fibrosis of skin	366	168348	0.97962	0
L12_SEBORRHOEIC	Seborrhoeic dermatitis	960	161699	1.0383	0
L12_SEBORRKERAT	Seborrhoeic keratosis	1857	168348	1.0335	1
L12_SKIN	Diseases of the skin and subcutaneous tissue	39223	137676	1.0596	8
L12_SKINSUBCUTISNAS	Other and unspecified disorders of skin and subcutaneous tissue	865	168348	1.045	0
L12_ULCERLOWLIMB	Ulcer of lower limb, not elsewhere classified	1151	168348	1.0383	2
L12_URTICARIA	Urticaria	3876	172081	1.0117	0
L12_URTICARIAERYTHEMA	Urticaria and erythema	4818	172081	1.0164	1
L12_URTICA_ALLERG	Allergic urticaria	896	172081	1.045	0
L12_URTICA_DERTMATOG	Dermatographic urticaria	621	172081	1.0269	0
L12_URTICA_IDIOPAT	Idiopathic urticaria	164	172081	0.83982	0
L12_URTICA_NAS	Other and unspecified urticaria	2502	172081	1.0235	0
L12_VASCULITISNAS	Other and unspecified vasculitis limited to skin	192	168348	0.86355	0
L12_VASCULITISSKIN	Vasculitis limited to skin, not elsewhere classified	208	168348	0.88389	0
L12_VITILIGO	Vitiligo	107	168348	0.73347	0
LUNG_TRANSPLANTATION	Lung transplantation	1022	175877	1.0393	1
M13_ACHILLESTEND	Achilles tendinitis	1295	134889	1.0494	1
M13_ADHCAPSULITIS	Adhesive capsulitis of shoulder	2340	137165	1.0388	1
M13_ALGONEURO	Alogoneurodystrophy	331	169858	0.97687	0
M13_ANKYLOSPON	Ankylosing spondylitis	1103	134889	1.0202	7
M13_ANKYLOSPON_STRICT	Ankylosing spondylitis, strict definition	423	175883	1.0037	8
M13_ARTHINOTH	Arthropathies in other diseases classified elsewhere	372	121222	0.99395	1
M13_ARTHRITISNAS	Ohter specific/unspecified arthritis	3128	121222	1.0235	3
M13_ARTHROPATHIES	Arthropathies	55677	121222	1.1468	7
M13_ARTHROSIS	Arthrosis	28783	121222	1.1443	6
M13_ARTHROSIS_KNEE	Gonarthrosis	17803	121222	1.1304	11
M13_ARTHROSIS_KNEE_PRIM_ICD10	Gonarthrosis,primary	15990	160909	1.1152	12
M13_ARTHROSIS_KNEE_PRIM_KNEESURG	Gonarthrosis, primary, with knee surgery	6462	160909	1.0896	14
M13_ARTHROSIS_OTH	Other arthrosis	7807	121222	1.0625	2
M13_ARTHROSIS_POLY	Polyarhtrosis	1975	121222	1.0326	1
M13_ARTHTROSIS_COX	Coxarthrosis,	7950	121222	1.0728	3
M13_ARTHTROSIS_COX_PRIM_HIPSURG	Coxarthrosis, primary, with hip surgery	5193	169725	1.0586	4
M13_ARTHTROSIS_COX_PRIM_ICD10	Coxarthrosis, primary	7174	169725	1.0649	5
M13_BAKERCYST	Synovial cyst of popliteal space [Baker]	765	137165	1.0426	0
M13_BICIPITALTEND	Bicipital tendinitis	548	137165	1.0273	2
M13_BIOMECHLESIO	Biomechanical lesions, not elsewhere classified	412	175416	0.99814	0
M13_BONECONTINUITY	Disorders of continuity of bone	788	169858	1.0412	1
M13_BONEDENSOTH	Other disorders of bone density and structure	283	169858	0.94245	0
M13_BONEDISNAS	Other specified/unspecified disorders of  bone/cartilage	335	169858	0.98008	0
M13_BURSCYSTOTH	Other bursal cyst	152	137165	0.81171	0
M13_BURSITISHIPOTH	Other bursitis of hip	195	137165	0.85768	0
M13_BURSITISKNEEOTH	Other bursitis of knee	133	137165	0.78582	0
M13_BURSITISOTH	Other bursitis, not elsewhere classified	124	137165	0.76126	1
M13_BURSOPATHY	Other bursopathies	1520	137165	1.0283	0
M13_CALCANSPUR	Calcaneal spur	135	137165	0.78424	0
