CID	BIOCHEMICAL_NAME	SUPER_PATHWAY	HMDB_ID	LINK
C100009337	caffeic acid sulfate	Xenobiotics	HMDB0041708	http://share.sph.umich.edu/metsim_metabqtl/C100009337_primary_mac5.epacts.gz
C100009343	1-linoleoyl-2-linolenoyl-GPC (18:2/18:3)*	Lipid	HMDB0008141	http://share.sph.umich.edu/metsim_metabqtl/C100009343_primary_mac5.epacts.gz
C100009345	1-palmitoleoyl-2-linolenoyl-GPC (16:1/18:3)*	Lipid	HMDB0008008	http://share.sph.umich.edu/metsim_metabqtl/C100009345_primary_mac5.epacts.gz
C100009346	phosphatidylcholine (14:0/14:0, 16:0/12:0)	Lipid	HMDB0007866	http://share.sph.umich.edu/metsim_metabqtl/C100009346_primary_mac5.epacts.gz
C100009347	phosphatidylcholine (15:0/18:1, 17:0/16:1, 16:0/17:1)*	Lipid	HMDB0007938	http://share.sph.umich.edu/metsim_metabqtl/C100009347_primary_mac5.epacts.gz
C100009360	1-oleoyl-2-docosapentaenoyl-GPC (18:1/22:5n3)*	Lipid	HMDB0008089	http://share.sph.umich.edu/metsim_metabqtl/C100009360_primary_mac5.epacts.gz
C100009364	phosphatidylcholine (18:0/20:2, 20:0/18:2)*	Lipid	HMDB0008045	http://share.sph.umich.edu/metsim_metabqtl/C100009364_primary_mac5.epacts.gz
C100009375	1-linoleoyl-2-docosapentaenyol-GPC (18:2/22:5n3)*	Lipid		http://share.sph.umich.edu/metsim_metabqtl/C100009375_primary_mac5.epacts.gz
C100009376	1-(1-enyl-oleoyl)-2-docosahexaenoyl-GPE (P-18:1/22:6)*	Lipid	HMDB0011427	http://share.sph.umich.edu/metsim_metabqtl/C100009376_primary_mac5.epacts.gz
C100009394	hexadecadienoate (16:2n6)	Lipid	HMDB0000477	http://share.sph.umich.edu/metsim_metabqtl/C100009394_primary_mac5.epacts.gz
C100009405	1-myristoyl-2-eicosapentaenoyl-GPC (14:0/20:5)*	Lipid	HMDB0007885	http://share.sph.umich.edu/metsim_metabqtl/C100009405_primary_mac5.epacts.gz
C100009406	palmitoleoylcarnitine (C16:1)*	Lipid	HMDB0013207	http://share.sph.umich.edu/metsim_metabqtl/C100009406_primary_mac5.epacts.gz
C100009407	pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC)	Lipid	HMDB0000222	http://share.sph.umich.edu/metsim_metabqtl/C100009407_primary_mac5.epacts.gz
C100009413	4-acetamidobenzoate	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100009413_primary_mac5.epacts.gz
C100010850	4-hydroxyphenylacetylglutamine	Peptide	~HMDB0006061	http://share.sph.umich.edu/metsim_metabqtl/C100010850_primary_mac5.epacts.gz
C100010863	indolepropionylglycine	Amino_Acid		http://share.sph.umich.edu/metsim_metabqtl/C100010863_primary_mac5.epacts.gz
C100010895	2'-O-methylcytidine	Nucleotide	~HMDB0000089	http://share.sph.umich.edu/metsim_metabqtl/C100010895_primary_mac5.epacts.gz
C100010896	2'-O-methyluridine	Nucleotide	~HMDB0000296	http://share.sph.umich.edu/metsim_metabqtl/C100010896_primary_mac5.epacts.gz
C100010898	naringenin 7-glucuronide	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100010898_primary_mac5.epacts.gz
C100010901	gamma-glutamyl-alpha-lysine	Peptide	~HMDB0029154	http://share.sph.umich.edu/metsim_metabqtl/C100010901_primary_mac5.epacts.gz
C100010912	ferulylglycine (1)	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100010912_primary_mac5.epacts.gz
C100010913	ferulylglycine (2)	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100010913_primary_mac5.epacts.gz
C100010916	palmitoyl-oleoyl-glycerol (16:0/18:1) [1]*	Lipid	HMDB0007101,HMDB0007102	http://share.sph.umich.edu/metsim_metabqtl/C100010916_primary_mac5.epacts.gz
C100010917	palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*	Lipid	HMDB0007102	http://share.sph.umich.edu/metsim_metabqtl/C100010917_primary_mac5.epacts.gz
C100010918	oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*	Lipid	HMDB0007218	http://share.sph.umich.edu/metsim_metabqtl/C100010918_primary_mac5.epacts.gz
C100010919	oleoyl-oleoyl-glycerol (18:1/18:1) [2]*	Lipid	HMDB0007218	http://share.sph.umich.edu/metsim_metabqtl/C100010919_primary_mac5.epacts.gz
C100010922	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*	Lipid	HMDB0007257	http://share.sph.umich.edu/metsim_metabqtl/C100010922_primary_mac5.epacts.gz
C100010923	linoleoyl-arachidonoyl-glycerol (18:2/20:4) [2]*	Lipid	HMDB0007257	http://share.sph.umich.edu/metsim_metabqtl/C100010923_primary_mac5.epacts.gz
C100010927	linoleoyl-linolenoyl-glycerol (18:2/18:3) [2]*	Lipid	HMDB0007249	http://share.sph.umich.edu/metsim_metabqtl/C100010927_primary_mac5.epacts.gz
C100010928	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [1]*	Lipid	HMDB0007266	http://share.sph.umich.edu/metsim_metabqtl/C100010928_primary_mac5.epacts.gz
C100010929	linoleoyl-docosahexaenoyl-glycerol (18:2/22:6) [2]*	Lipid	HMDB0007266	http://share.sph.umich.edu/metsim_metabqtl/C100010929_primary_mac5.epacts.gz
C100010930	palmitoleoyl-linoleoyl-glycerol (16:1/18:2) [1]*	Lipid	HMDB0007132	http://share.sph.umich.edu/metsim_metabqtl/C100010930_primary_mac5.epacts.gz
C100010934	diacylglycerol (14:0/18:1, 16:0/16:1) [1]*	Lipid	HMDB0007015	http://share.sph.umich.edu/metsim_metabqtl/C100010934_primary_mac5.epacts.gz
C100010935	diacylglycerol (14:0/18:1, 16:0/16:1) [2]*	Lipid	HMDB0007015	http://share.sph.umich.edu/metsim_metabqtl/C100010935_primary_mac5.epacts.gz
C100010936	oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*	Lipid	HMDB0007228	http://share.sph.umich.edu/metsim_metabqtl/C100010936_primary_mac5.epacts.gz
C100010937	oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*	Lipid	HMDB0007228	http://share.sph.umich.edu/metsim_metabqtl/C100010937_primary_mac5.epacts.gz
C100010940	diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*	Lipid	HMDB0007132	http://share.sph.umich.edu/metsim_metabqtl/C100010940_primary_mac5.epacts.gz
C100010941	linoleoyl-linoleoyl-glycerol (18:2/18:2) [1]*	Lipid	HMDB0007248	http://share.sph.umich.edu/metsim_metabqtl/C100010941_primary_mac5.epacts.gz
C100010949	stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*	Lipid	HMDB0007170	http://share.sph.umich.edu/metsim_metabqtl/C100010949_primary_mac5.epacts.gz
C100010955	perfluorooctanesulfonate (PFOS)	Xenobiotics	HMDB0059586	http://share.sph.umich.edu/metsim_metabqtl/C100010955_primary_mac5.epacts.gz
C100010958	diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [1]*	Lipid		http://share.sph.umich.edu/metsim_metabqtl/C100010958_primary_mac5.epacts.gz
C100010959	diacylglycerol (12:0/18:1, 14:0/16:1, 16:0/14:1) [2]*	Lipid	HMDB0007012	http://share.sph.umich.edu/metsim_metabqtl/C100010959_primary_mac5.epacts.gz
C100010962	1-palmityl-GPE (O-16:0)*	Lipid		http://share.sph.umich.edu/metsim_metabqtl/C100010962_primary_mac5.epacts.gz
C100015586	1-palmityl-2-palmitoyl-GPC (O-16:0/16:0)*	Lipid	~HMDB0013405	http://share.sph.umich.edu/metsim_metabqtl/C100015586_primary_mac5.epacts.gz
C100015609	N-palmitoyl-sphingadienine (d18:2/16:0)*	Lipid		http://share.sph.umich.edu/metsim_metabqtl/C100015609_primary_mac5.epacts.gz
C100015620	lactosyl-N-nervonoyl-sphingosine (d18:1/24:1)*	Lipid	HMDB0012107	http://share.sph.umich.edu/metsim_metabqtl/C100015620_primary_mac5.epacts.gz
C100015623	lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*	Lipid	HMDB0011594	http://share.sph.umich.edu/metsim_metabqtl/C100015623_primary_mac5.epacts.gz
C100015624	N-behenoyl-sphingadienine (d18:2/22:0)*	Lipid	~HMDB0004952	http://share.sph.umich.edu/metsim_metabqtl/C100015624_primary_mac5.epacts.gz
C100015625	glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*	Lipid	~HMDB0004974	http://share.sph.umich.edu/metsim_metabqtl/C100015625_primary_mac5.epacts.gz
C100015632	N-stearoyl-sphingadienine (d18:2/18:0)*	Lipid	HMDB0240362	http://share.sph.umich.edu/metsim_metabqtl/C100015632_primary_mac5.epacts.gz
C100015637	2-hydroxybehenate	Lipid	HMDB0061660	http://share.sph.umich.edu/metsim_metabqtl/C100015637_primary_mac5.epacts.gz
C100015638	2-hydroxynervonate*	Lipid		http://share.sph.umich.edu/metsim_metabqtl/C100015638_primary_mac5.epacts.gz
C100015640	N-palmitoylserine	Lipid	~HMDB0013034	http://share.sph.umich.edu/metsim_metabqtl/C100015640_primary_mac5.epacts.gz
C100015641	N-oleoylserine	Lipid	~HMDB0013631	http://share.sph.umich.edu/metsim_metabqtl/C100015641_primary_mac5.epacts.gz
C100015643	sphingadienine	Lipid	~HMDB0000252	http://share.sph.umich.edu/metsim_metabqtl/C100015643_primary_mac5.epacts.gz
C100015683	myristoyl-linoleoyl-glycerol (14:0/18:2) [1]*	Lipid	HMDB0007016	http://share.sph.umich.edu/metsim_metabqtl/C100015683_primary_mac5.epacts.gz
C100015684	myristoyl-linoleoyl-glycerol (14:0/18:2) [2]*	Lipid	HMDB0007016	http://share.sph.umich.edu/metsim_metabqtl/C100015684_primary_mac5.epacts.gz
C100015723	hexadecasphingosine (d16:1)*	Lipid	~HMDB0000252	http://share.sph.umich.edu/metsim_metabqtl/C100015723_primary_mac5.epacts.gz
C100015727	ceramide (d16:1/24:1, d18:1/22:1)*	Lipid	HMDB0011775	http://share.sph.umich.edu/metsim_metabqtl/C100015727_primary_mac5.epacts.gz
C100015730	glycosyl ceramide (d16:1/24:1, d18:1/22:1)*	Lipid	~HMDB0004978	http://share.sph.umich.edu/metsim_metabqtl/C100015730_primary_mac5.epacts.gz
C100015731	N-palmitoyl-heptadecasphingosine (d17:1/16:0)*	Lipid	~HMDB0000790	http://share.sph.umich.edu/metsim_metabqtl/C100015731_primary_mac5.epacts.gz
C100015735	ceramide (d18:1/14:0, d16:1/16:0)*	Lipid	HMDB0011773	http://share.sph.umich.edu/metsim_metabqtl/C100015735_primary_mac5.epacts.gz
C100015744	ceramide (d18:2/24:1, d18:1/24:2)*	Lipid	~HMDB0004953	http://share.sph.umich.edu/metsim_metabqtl/C100015744_primary_mac5.epacts.gz
C100015745	glycosyl ceramide (d18:2/24:1, d18:1/24:2)*	Lipid	~HMDB0004978	http://share.sph.umich.edu/metsim_metabqtl/C100015745_primary_mac5.epacts.gz
C100015752	glycosyl-N-(2-hydroxynervonoyl)-sphingosine (d18:1/24:1(2OH))*	Lipid	~HMDB0032843	http://share.sph.umich.edu/metsim_metabqtl/C100015752_primary_mac5.epacts.gz
C100015755	ceramide (d18:1/20:0, d16:1/22:0, d20:1/18:0)*	Lipid	HMDB0004951	http://share.sph.umich.edu/metsim_metabqtl/C100015755_primary_mac5.epacts.gz
C100015759	stearoylcholine*	Lipid	HMDB0240592	http://share.sph.umich.edu/metsim_metabqtl/C100015759_primary_mac5.epacts.gz
C100015760	linoleoylcholine*	Lipid	HMDB0013213	http://share.sph.umich.edu/metsim_metabqtl/C100015760_primary_mac5.epacts.gz
C100015785	nisinate (24:6n3)	Lipid	HMDB0002007	http://share.sph.umich.edu/metsim_metabqtl/C100015785_primary_mac5.epacts.gz
C100015786	sphingomyelin (d18:0/20:0, d16:0/22:0)*	Lipid	HMDB0012090	http://share.sph.umich.edu/metsim_metabqtl/C100015786_primary_mac5.epacts.gz
C100015787	sphingomyelin (d18:1/19:0, d19:1/18:0)*	Lipid	~HMDB0240622	http://share.sph.umich.edu/metsim_metabqtl/C100015787_primary_mac5.epacts.gz
C100015788	sphingomyelin (d18:2/18:1)*	Lipid	HMDB0001348	http://share.sph.umich.edu/metsim_metabqtl/C100015788_primary_mac5.epacts.gz
C100015789	sphingomyelin (d18:2/24:2)*	Lipid	~HMDB0240615	http://share.sph.umich.edu/metsim_metabqtl/C100015789_primary_mac5.epacts.gz
C100015790	sphingomyelin (d18:2/21:0, d16:2/23:0)*	Lipid	~HMDB0240611	http://share.sph.umich.edu/metsim_metabqtl/C100015790_primary_mac5.epacts.gz
C100015791	sphingomyelin (d18:2/23:1)*	Lipid	~HMDB0240614	http://share.sph.umich.edu/metsim_metabqtl/C100015791_primary_mac5.epacts.gz
C100015792	sphingomyelin (d18:1/25:0, d19:0/24:1, d20:1/23:0, d19:1/24:0)*	Lipid	~HMDB0011699	http://share.sph.umich.edu/metsim_metabqtl/C100015792_primary_mac5.epacts.gz
C100015793	sphingomyelin (d17:2/16:0, d18:2/15:0)*	Lipid	~HMDB0240620	http://share.sph.umich.edu/metsim_metabqtl/C100015793_primary_mac5.epacts.gz
C100015797	heneicosapentaenoate (21:5n3)	Lipid		http://share.sph.umich.edu/metsim_metabqtl/C100015797_primary_mac5.epacts.gz
C100015831	linolenoylcarnitine (C18:3)*	Lipid	~HMDB0006319	http://share.sph.umich.edu/metsim_metabqtl/C100015831_primary_mac5.epacts.gz
C100015832	behenoylcarnitine (C22)*	Lipid	HMDB0062468	http://share.sph.umich.edu/metsim_metabqtl/C100015832_primary_mac5.epacts.gz
C100015833	arachidoylcarnitine (C20)*	Lipid	HMDB0006460	http://share.sph.umich.edu/metsim_metabqtl/C100015833_primary_mac5.epacts.gz
C100015834	lignoceroylcarnitine (C24)*	Lipid	~HMDB0006347	http://share.sph.umich.edu/metsim_metabqtl/C100015834_primary_mac5.epacts.gz
C100015835	cerotoylcarnitine (C26)*	Lipid	HMDB0006347	http://share.sph.umich.edu/metsim_metabqtl/C100015835_primary_mac5.epacts.gz
C100015836	ximenoylcarnitine (C26:1)*	Lipid	~HMDB0002014	http://share.sph.umich.edu/metsim_metabqtl/C100015836_primary_mac5.epacts.gz
C100015837	arachidonoylcarnitine (C20:4)	Lipid	HMDB0006455	http://share.sph.umich.edu/metsim_metabqtl/C100015837_primary_mac5.epacts.gz
C100015838	eicosenoylcarnitine (C20:1)*	Lipid	~HMDB0005065	http://share.sph.umich.edu/metsim_metabqtl/C100015838_primary_mac5.epacts.gz
C100015839	dihomo-linoleoylcarnitine (C20:2)*	Lipid	~HMDB0006469	http://share.sph.umich.edu/metsim_metabqtl/C100015839_primary_mac5.epacts.gz
C100015840	dihomo-linolenoylcarnitine (C20:3n3 or 6)*	Lipid	~HMDB0006319	http://share.sph.umich.edu/metsim_metabqtl/C100015840_primary_mac5.epacts.gz
C100015845	docosahexaenoylcarnitine (C22:6)*	Lipid	HMDB0006510	http://share.sph.umich.edu/metsim_metabqtl/C100015845_primary_mac5.epacts.gz
C100015846	nervonoylcarnitine (C24:1)*	Lipid	~HMDB0005065	http://share.sph.umich.edu/metsim_metabqtl/C100015846_primary_mac5.epacts.gz
C100015851	docosapentaenoylcarnitine (C22:5n3)*	Lipid	~HMDB0060158	http://share.sph.umich.edu/metsim_metabqtl/C100015851_primary_mac5.epacts.gz
C100015882	glycosyl ceramide (d18:1/20:0, d16:1/22:0)*	Lipid	HMDB0004973	http://share.sph.umich.edu/metsim_metabqtl/C100015882_primary_mac5.epacts.gz
C100015962	N,N,N-trimethyl-5-aminovalerate	Amino_Acid	~HMDB0003355	http://share.sph.umich.edu/metsim_metabqtl/C100015962_primary_mac5.epacts.gz
C100015965	ethyl alpha-glucopyranoside	Xenobiotics	HMDB0029968	http://share.sph.umich.edu/metsim_metabqtl/C100015965_primary_mac5.epacts.gz
C100015966	carotene diol (1)	Cofactors_and_Vitamins	HMDB0002789	http://share.sph.umich.edu/metsim_metabqtl/C100015966_primary_mac5.epacts.gz
C100015967	carotene diol (2)	Cofactors_and_Vitamins	HMDB0036919	http://share.sph.umich.edu/metsim_metabqtl/C100015967_primary_mac5.epacts.gz
C100015968	carotene diol (3)	Cofactors_and_Vitamins	HMDB0002789	http://share.sph.umich.edu/metsim_metabqtl/C100015968_primary_mac5.epacts.gz
C100015971	cortolone glucuronide (1)	Lipid	HMDB0010320	http://share.sph.umich.edu/metsim_metabqtl/C100015971_primary_mac5.epacts.gz
C100016007	phosphatidylcholine (O-18:1/20:4, O-16:0/22:5n3)*	Lipid	HMDB0013420	http://share.sph.umich.edu/metsim_metabqtl/C100016007_primary_mac5.epacts.gz
C100016019	1-palmitoyl-2-pentadecanoyl-GPC (16:0/15:0)*	Lipid	HMDB0007967	http://share.sph.umich.edu/metsim_metabqtl/C100016019_primary_mac5.epacts.gz
C100016038	(N(1) + N(8))-acetylspermidine	Amino_Acid	HMDB0001276,HMDB0002189	http://share.sph.umich.edu/metsim_metabqtl/C100016038_primary_mac5.epacts.gz
C100016069	5-dodecenoylcarnitine (C12:1)	Lipid	HMDB0013326	http://share.sph.umich.edu/metsim_metabqtl/C100016069_primary_mac5.epacts.gz
C100016110	2-butenoylglycine	Lipid		http://share.sph.umich.edu/metsim_metabqtl/C100016110_primary_mac5.epacts.gz
C100019794	hydroxy-CMPF*	Lipid	~HMDB0061112	http://share.sph.umich.edu/metsim_metabqtl/C100019794_primary_mac5.epacts.gz
C100019892	2-hydroxyarachidate*	Lipid		http://share.sph.umich.edu/metsim_metabqtl/C100019892_primary_mac5.epacts.gz
C100019957	N-stearoylserine*	Lipid	~HMDB0013308	http://share.sph.umich.edu/metsim_metabqtl/C100019957_primary_mac5.epacts.gz
C100019966	3-hydroxyoleate*	Lipid	~HMDB0000207	http://share.sph.umich.edu/metsim_metabqtl/C100019966_primary_mac5.epacts.gz
C100019968	ribulonate/xylulonate/lyxonate*	Carbohydrate	HMDB0001900,~HMDB0001900,HMDB0060255	http://share.sph.umich.edu/metsim_metabqtl/C100019968_primary_mac5.epacts.gz
C100019972	dodecenedioate (C12:1-DC)*	Lipid	HMDB0000933	http://share.sph.umich.edu/metsim_metabqtl/C100019972_primary_mac5.epacts.gz
C100019975	hexadecenedioate (C16:1-DC)*	Lipid	~HMDB0000672	http://share.sph.umich.edu/metsim_metabqtl/C100019975_primary_mac5.epacts.gz
C100019978	octadecenedioate (C18:1-DC)	Lipid	HMDB0000782	http://share.sph.umich.edu/metsim_metabqtl/C100019978_primary_mac5.epacts.gz
C100019981	heptenedioate (C7:1-DC)*	Lipid	HMDB0000857	http://share.sph.umich.edu/metsim_metabqtl/C100019981_primary_mac5.epacts.gz
C100019982	octadecadienedioate (C18:2-DC)*	Lipid	~HMDB0000782	http://share.sph.umich.edu/metsim_metabqtl/C100019982_primary_mac5.epacts.gz
C100019987	glucuronide of C19H28O4 (1)*	Partially_Characterized		http://share.sph.umich.edu/metsim_metabqtl/C100019987_primary_mac5.epacts.gz
C100019988	glucuronide of C19H28O4 (2)*	Partially_Characterized	~HMDB0012798	http://share.sph.umich.edu/metsim_metabqtl/C100019988_primary_mac5.epacts.gz
C100019990	glucuronide of C10H18O2 (1)*	Partially_Characterized		http://share.sph.umich.edu/metsim_metabqtl/C100019990_primary_mac5.epacts.gz
C100020004	3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**	Lipid	HMDB0061643	http://share.sph.umich.edu/metsim_metabqtl/C100020004_primary_mac5.epacts.gz
C100020005	methylnaphthyl sulfate (1)*	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020005_primary_mac5.epacts.gz
C100020006	methylnaphthyl sulfate (2)*	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020006_primary_mac5.epacts.gz
C100020011	glucuronide of C10H18O2 (4)*	Partially_Characterized		http://share.sph.umich.edu/metsim_metabqtl/C100020011_primary_mac5.epacts.gz
C100020014	glucuronide of C10H18O2 (7)*	Partially_Characterized		http://share.sph.umich.edu/metsim_metabqtl/C100020014_primary_mac5.epacts.gz
C100020015	glucuronide of C10H18O2 (8)*	Partially_Characterized	~HMDB0031002	http://share.sph.umich.edu/metsim_metabqtl/C100020015_primary_mac5.epacts.gz
C100020203	3-hydroxystachydrine*	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020203_primary_mac5.epacts.gz
C100020204	N-acetyl-2-aminooctanoate*	Lipid	HMDB0059745	http://share.sph.umich.edu/metsim_metabqtl/C100020204_primary_mac5.epacts.gz
C100020205	hydroxyasparagine**	Amino_Acid	HMDB0032332	http://share.sph.umich.edu/metsim_metabqtl/C100020205_primary_mac5.epacts.gz
C100020207	genistein sulfate*	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020207_primary_mac5.epacts.gz
C100020208	perfluorooctanoate (PFOA)	Xenobiotics	HMDB0059587	http://share.sph.umich.edu/metsim_metabqtl/C100020208_primary_mac5.epacts.gz
C100020211	3-hydroxybutyroylglycine**	Lipid	~HMDB0000808	http://share.sph.umich.edu/metsim_metabqtl/C100020211_primary_mac5.epacts.gz
C100020214	glyco-beta-muricholate**	Lipid	~HMDB0000138	http://share.sph.umich.edu/metsim_metabqtl/C100020214_primary_mac5.epacts.gz
C100020215	N-methylhydroxyproline**	Amino_Acid	~HMDB0000725	http://share.sph.umich.edu/metsim_metabqtl/C100020215_primary_mac5.epacts.gz
C100020217	N,N,N-trimethyl-alanylproline betaine (TMAP)	Amino_Acid	HMDB0240365	http://share.sph.umich.edu/metsim_metabqtl/C100020217_primary_mac5.epacts.gz
C100020219	3-formylindole	Xenobiotics	HMDB0029737	http://share.sph.umich.edu/metsim_metabqtl/C100020219_primary_mac5.epacts.gz
C100020241	gamma-glutamylcitrulline*	Peptide	~HMDB0029143	http://share.sph.umich.edu/metsim_metabqtl/C100020241_primary_mac5.epacts.gz
C100020253	glycine conjugate of C10H12O2*	Partially_Characterized	~HMDB0135738	http://share.sph.umich.edu/metsim_metabqtl/C100020253_primary_mac5.epacts.gz
C100020254	glycine conjugate of C10H14O2 (1)*	Partially_Characterized	~HMDB0035235	http://share.sph.umich.edu/metsim_metabqtl/C100020254_primary_mac5.epacts.gz
C100020259	glutamine conjugate of C7H12O2*	Partially_Characterized	~HMDB0033793	http://share.sph.umich.edu/metsim_metabqtl/C100020259_primary_mac5.epacts.gz
C100020261	glutamine conjugate of C6H10O2 (1)*	Partially_Characterized	~HMDB0003843	http://share.sph.umich.edu/metsim_metabqtl/C100020261_primary_mac5.epacts.gz
C100020262	glutamine conjugate of C6H10O2 (2)*	Partially_Characterized	~HMDB0003843	http://share.sph.umich.edu/metsim_metabqtl/C100020262_primary_mac5.epacts.gz
C100020272	dihydroferulic acid sulfate	Xenobiotics	HMDB0041724	http://share.sph.umich.edu/metsim_metabqtl/C100020272_primary_mac5.epacts.gz
C100020276	sphingomyelin (d17:1/14:0, d16:1/15:0)*	Lipid	~HMDB0012097	http://share.sph.umich.edu/metsim_metabqtl/C100020276_primary_mac5.epacts.gz
C100020343	tetradecadienoate (14:2)*	Lipid	HMDB0000560	http://share.sph.umich.edu/metsim_metabqtl/C100020343_primary_mac5.epacts.gz
C100020351	N-carbamoylvaline	Amino_Acid		http://share.sph.umich.edu/metsim_metabqtl/C100020351_primary_mac5.epacts.gz
C100020360	8-methoxykynurenate	Amino_Acid	HMDB0060426	http://share.sph.umich.edu/metsim_metabqtl/C100020360_primary_mac5.epacts.gz
C100020361	3-amino-2-piperidone	Amino_Acid	HMDB0000323	http://share.sph.umich.edu/metsim_metabqtl/C100020361_primary_mac5.epacts.gz
C100020371	N,N-dimethylalanine	Amino_Acid	~HMDB0240479	http://share.sph.umich.edu/metsim_metabqtl/C100020371_primary_mac5.epacts.gz
C100020372	3-indoleglyoxylic acid	Xenobiotics	~HMDB0000197	http://share.sph.umich.edu/metsim_metabqtl/C100020372_primary_mac5.epacts.gz
C100020377	ethyl beta-glucopyranoside	Xenobiotics	HMDB0029968	http://share.sph.umich.edu/metsim_metabqtl/C100020377_primary_mac5.epacts.gz
C100020378	2-hydroxysebacate	Lipid	HMDB0000424	http://share.sph.umich.edu/metsim_metabqtl/C100020378_primary_mac5.epacts.gz
C100020407	enterolactone sulfate	Xenobiotics	HMDB0240505;HMDB0240506	http://share.sph.umich.edu/metsim_metabqtl/C100020407_primary_mac5.epacts.gz
C100020409	ascorbic acid 3-sulfate*	Cofactors_and_Vitamins	HMDB0240641	http://share.sph.umich.edu/metsim_metabqtl/C100020409_primary_mac5.epacts.gz
C100020410	3-hydroxyhippurate sulfate	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020410_primary_mac5.epacts.gz
C100020414	6-bromotryptophan	Amino_Acid	~HMDB0030396	http://share.sph.umich.edu/metsim_metabqtl/C100020414_primary_mac5.epacts.gz
C100020416	delta-CEHC	Cofactors_and_Vitamins	~HMDB0001931	http://share.sph.umich.edu/metsim_metabqtl/C100020416_primary_mac5.epacts.gz
C100020417	N6,N6-dimethyllysine	Amino_Acid	HMDB0013287	http://share.sph.umich.edu/metsim_metabqtl/C100020417_primary_mac5.epacts.gz
C100020419	1-carboxyethylphenylalanine	Amino_Acid	~HMDB0000512	http://share.sph.umich.edu/metsim_metabqtl/C100020419_primary_mac5.epacts.gz
C100020421	1-carboxyethyltyrosine	Amino_Acid		http://share.sph.umich.edu/metsim_metabqtl/C100020421_primary_mac5.epacts.gz
C100020423	1-carboxyethylvaline	Amino_Acid	~HMDB0061716	http://share.sph.umich.edu/metsim_metabqtl/C100020423_primary_mac5.epacts.gz
C100020425	1-carboxyethylleucine	Amino_Acid	~HMDB0000687	http://share.sph.umich.edu/metsim_metabqtl/C100020425_primary_mac5.epacts.gz
C100020427	1-carboxyethylisoleucine	Amino_Acid	~HMDB0094718	http://share.sph.umich.edu/metsim_metabqtl/C100020427_primary_mac5.epacts.gz
C100020478	dodecadienoate (12:2)*	Lipid	HMDB0031014	http://share.sph.umich.edu/metsim_metabqtl/C100020478_primary_mac5.epacts.gz
C100020479	indoleacetoylcarnitine*	Amino_Acid	~HMDB0013240	http://share.sph.umich.edu/metsim_metabqtl/C100020479_primary_mac5.epacts.gz
C100020487	N-acetyl-isoputreanine	Amino_Acid	~HMDB0003681	http://share.sph.umich.edu/metsim_metabqtl/C100020487_primary_mac5.epacts.gz
C100020491	glucuronide of piperine metabolite C17H21NO3 (3)*	Xenobiotics	~HMDB0029377	http://share.sph.umich.edu/metsim_metabqtl/C100020491_primary_mac5.epacts.gz
C100020492	glucuronide of piperine metabolite C17H21NO3 (4)*	Xenobiotics	~HMDB0029377	http://share.sph.umich.edu/metsim_metabqtl/C100020492_primary_mac5.epacts.gz
C100020493	glucuronide of piperine metabolite C17H21NO3 (5)*	Xenobiotics	~HMDB0029377	http://share.sph.umich.edu/metsim_metabqtl/C100020493_primary_mac5.epacts.gz
C100020496	sulfate of piperine metabolite C16H19NO3 (2)*	Xenobiotics		http://share.sph.umich.edu/metsim_metabqtl/C100020496_primary_mac5.epacts.gz
C100020497	sulfate of piperine metabolite C16H19NO3 (3)*	Xenobiotics	~HMDB0029377	http://share.sph.umich.edu/metsim_metabqtl/C100020497_primary_mac5.epacts.gz
C100020502	sulfate of piperine metabolite C18H21NO3 (1)*	Xenobiotics	~HMDB0029377	http://share.sph.umich.edu/metsim_metabqtl/C100020502_primary_mac5.epacts.gz
C100020504	sulfate of piperine metabolite C18H21NO3 (3)*	Xenobiotics	~HMDB0029377	http://share.sph.umich.edu/metsim_metabqtl/C100020504_primary_mac5.epacts.gz
C100020511	5-hydroxyindole glucuronide	Amino_Acid	~HMDB0010319	http://share.sph.umich.edu/metsim_metabqtl/C100020511_primary_mac5.epacts.gz
