phenocode	name	category	num_cases	num_controls	gc_lambda	num_gw_significant
I9_ARTEMBTHRNAS_EXNONE	Other arterial embolism and thrombosis (no controls excluded)	IX Diseases of the circulatory system (I9_)	345	218447	0.981	0
I9_ARTEMBTHR_EXNONE	Arterial embolism and thrombosis (no controls excluded)	IX Diseases of the circulatory system (I9_)	789	218003	1.0417	0
I9_ARTOTH	Other diseases of arteries and capillaries	IX Diseases of the circulatory system (I9_)	1357	206541	1.0326	0
I9_ARTOTH_EXNONE	Other diseases of arteries and capillaries (no controls excluded)	IX Diseases of the circulatory system (I9_)	1357	217435	1.0321	0
I9_ATHSCLE	"Atherosclerosis, excluding cerebral, coronary and PAD"	IX Diseases of the circulatory system (I9_)	6599	206541	1.0645	4
I9_ATHSCLE_EXNONE	"Atherosclerosis, excluding cerebral, coronary and PAD" (no controls excluded)	IX Diseases of the circulatory system (I9_)	6599	212193	1.0654	2
I9_AVBLOCK	AV-block	IX Diseases of the circulatory system (I9_)	2388	156711	1.0122	2
I9_AVBLOCK_EXNONE	AV-block (no controls excluded)	IX Diseases of the circulatory system (I9_)	2388	216404	1.0202	3
I9_CABG	Coronary artery bypass grafting	IX Diseases of the circulatory system (I9_)	5779	187840	1.061	26
I9_CABG_EXNONE	Coronary artery bypass grafting (no controls excluded)	IX Diseases of the circulatory system (I9_)	5779	213013	1.0679	16
I9_CARDARR	Cardiac arrest	IX Diseases of the circulatory system (I9_)	1129	116926	1.0331	1
I9_CARDARR_EXNONE	Cardiac arrest (no controls excluded)	IX Diseases of the circulatory system (I9_)	1129	217663	1.0364	0
I9_CARDMPRI	"Cardiomyopathies, Primary/intrinsic"	IX Diseases of the circulatory system (I9_)	2221	156711	1.0484	16
I9_CARDMPRI_EXNONE	"Cardiomyopathies, Primary/intrinsic" (no controls excluded)	IX Diseases of the circulatory system (I9_)	2221	216571	1.0518	16
I9_CARDMSEC	"Cardiomyopathies, Secondary/extrinsic"	IX Diseases of the circulatory system (I9_)	84	156711	0.65902	0
I9_CARDMSEC_EXNONE	"Cardiomyopathies, Secondary/extrinsic" (no controls excluded)	IX Diseases of the circulatory system (I9_)	84	218708	0.65902	0
I9_CARDMYO	Cardiomyopathy	IX Diseases of the circulatory system (I9_)	3100	156711	1.047	18
I9_CARDMYOHYP	"Cardiomyopathy, Hypertrophic obstructive"	IX Diseases of the circulatory system (I9_)	313	156711	0.96363	20
I9_CARDMYOHYP_EXNONE	"Cardiomyopathy, Hypertrophic obstructive" (no controls excluded)	IX Diseases of the circulatory system (I9_)	313	218479	0.97001	20
I9_CARDMYOOTH	"Cardiomyopathy, other and unspecified"	IX Diseases of the circulatory system (I9_)	1276	156711	1.0398	1
I9_CARDMYOOTH_EXNONE	"Cardiomyopathy, other and unspecified" (no controls excluded)	IX Diseases of the circulatory system (I9_)	1276	217516	1.0417	2
I9_CARDMYO_EXNONE	Cardiomyopathy (no controls excluded)	IX Diseases of the circulatory system (I9_)	3100	215692	1.0484	17
I9_CERATHER	Cerebral atherosclerosis	IX Diseases of the circulatory system (I9_)	104	203068	0.71964	0
I9_CERATHER_EXNONE	Cerebral atherosclerosis (no controls excluded)	IX Diseases of the circulatory system (I9_)	104	218688	0.71927	0
I9_CEREBATHER	Cerebral atherosclerosis	IX Diseases of the circulatory system (I9_)	104	218688	0.71927	0
I9_CEREBDOTH	"Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere"	IX Diseases of the circulatory system (I9_)	911	203068	1.0417	0
I9_CEREBDOTH_EXNONE	"Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere" (no controls excluded)	IX Diseases of the circulatory system (I9_)	911	217881	1.0412	0
I9_CEREBVASC	Cerebrovascular diseases	IX Diseases of the circulatory system (I9_)	15724	203068	1.0581	1
I9_CHD	Major coronary heart disease event	IX Diseases of the circulatory system (I9_)	21012	197780	1.1136	28
I9_CONDUCTIO	Conduction disorders	IX Diseases of the circulatory system (I9_)	4416	156711	1.0127	1
I9_CONDUCTIO_EXNONE	Conduction disorders (no controls excluded)	IX Diseases of the circulatory system (I9_)	4416	214376	1.0155	1
I9_CORATHER	Coronary atherosclerosis	IX Diseases of the circulatory system (I9_)	23363	187840	1.1319	34
I9_CORATHER_EXNONE	Coronary atherosclerosis (no controls excluded)	IX Diseases of the circulatory system (I9_)	23363	195429	1.1248	28
I9_CVD	Cardiovascular diseases	IX Diseases of the circulatory system (I9_)	111108	107684	1.1494	25
I9_CVD_HARD	Hard cardiovascular diseases	Cardiometabolic endpoints	29350	189442	1.1061	14
I9_DISCER	"Dissection of cerebral arteries, nonruptured"	IX Diseases of the circulatory system (I9_)	95	203068	0.70269	0
I9_DISCER_EXNONE	"Dissection of cerebral arteries, nonruptured" (no controls excluded)	IX Diseases of the circulatory system (I9_)	95	218697	0.70269	0
I9_DISVEINLYMPH	"Diseases of veins, lymphatic vessels and lymph nodes, not elsewhere classified"	IX Diseases of the circulatory system (I9_)	28764	190028	1.1771	46
I9_DOAAC	"Diseases of arteries, arterioles and capillaries"	IX Diseases of the circulatory system (I9_)	12251	206541	1.0586	4
I9_DVTANDPULM	DVT of lower extremities and pulmonary embolism	IX Diseases of the circulatory system (I9_)	7988	210804	1.0615	28
I9_ENDOCARD	Endocarditis	IX Diseases of the circulatory system (I9_)	453	156711	1.016	1
I9_ENDOCARD_EXNONE	Endocarditis (no controls excluded)	IX Diseases of the circulatory system (I9_)	453	218339	1.0164	0
I9_E_DRONE	Dronedarone medication	IX Diseases of the circulatory system (I9_)	424	156711	1.0065	1
I9_E_DRONE_EXNONE	Dronedarone medication (no controls excluded)	IX Diseases of the circulatory system (I9_)	424	218368	1.0122	1
I9_HEARTFAIL	"Heart failure,strict"	IX Diseases of the circulatory system (I9_)	13087	195091	1.0513	2
I9_HEARTFAIL_ALLCAUSE	All-cause Heart Failure	IX Diseases of the circulatory system (I9_)	23397	194811	1.0703	3
I9_HEARTFAIL_AND_ANTIHYPERT	Heart failure and antihypertensive medication	Cardiometabolic endpoints	22113	111505	1.0821	10
I9_HEARTFAIL_AND_CHD		Cardiometabolic endpoints	8876	197780	1.0596	3
I9_HEARTFAIL_AND_HYPERTCARDIOM	Heart failure and hypertrophic cardiomyopathy	Cardiometabolic endpoints	304	218236	0.95774	16
I9_HEARTFAIL_AND_OVERWEIGHT	Heart failure and bmi 25plus	Cardiometabolic endpoints	23701	195091	1.0723	3
I9_HEARTFAIL_EXNONE	"Heart failure,strict" (no controls excluded)	IX Diseases of the circulatory system (I9_)	13087	205705	1.0576	2
I9_HEARTFAIL_NS	"Heart failure, not strict"	IX Diseases of the circulatory system (I9_)	23701	195091	1.0723	3
I9_HYPERTENSION	Hypertensive diseases	IX Diseases of the circulatory system (I9_)	55955	162837	1.2627	77
I9_HYPERTROCARDMYOP	Hypertrophic cardiomyopathy	IX Diseases of the circulatory system (I9_)	556	218236	1.0422	25
I9_HYPOTE	Hypotension	IX Diseases of the circulatory system (I9_)	1857	216463	1.0311	0
I9_HYPOTE_EXNONE	Hypotension (no controls excluded)	IX Diseases of the circulatory system (I9_)	1857	216935	1.0302	0
I9_HYPTENS	Hypertension	IX Diseases of the circulatory system (I9_)	55917	162837	1.2621	76
I9_HYPTENSEC	Secondary hypertension	IX Diseases of the circulatory system (I9_)	1310	162837	1.047	1
I9_HYPTENSEC_EXNONE	Secondary hypertension (no controls excluded)	IX Diseases of the circulatory system (I9_)	1310	217482	1.0441	1
I9_HYPTENSESS	"Hypertension, essential"	IX Diseases of the circulatory system (I9_)	42857	162837	1.2091	44
I9_HYPTENSESS_EXNONE	"Hypertension, essential" (no controls excluded)	IX Diseases of the circulatory system (I9_)	42857	175935	1.1919	30
I9_HYPTENSHD	Hypertensive Heart Disease	IX Diseases of the circulatory system (I9_)	3938	162837	1.0571	2
I9_HYPTENSHD_EXNONE	Hypertensive Heart Disease (no controls excluded)	IX Diseases of the circulatory system (I9_)	3938	214854	1.0528	0
I9_HYPTENSHR	Hypertensive heart and/or renal disease	IX Diseases of the circulatory system (I9_)	4363	162837	1.061	1
I9_HYPTENSHR_EXNONE	Hypertensive heart and/or renal disease (no controls excluded)	IX Diseases of the circulatory system (I9_)	4363	214429	1.0562	0
I9_HYPTENSPREG	"Hypertension complicating pregnancy, childbirth, and the puerperium"	IX Diseases of the circulatory system (I9_)	7686	115893	1.0708	9
I9_HYPTENSPUL	"Hypertension, Pulmonary Arterial"	IX Diseases of the circulatory system (I9_)	125	162837	0.75703	0
I9_HYPTENSPUL_EXNONE	"Hypertension, Pulmonary Arterial" (no controls excluded)	IX Diseases of the circulatory system (I9_)	125	218667	0.75665	0
I9_HYPTENSRD	Hypertensive Renal Disease	IX Diseases of the circulatory system (I9_)	468	162837	1.0292	0
I9_HYPTENSRD_EXNONE	Hypertensive Renal Disease (no controls excluded)	IX Diseases of the circulatory system (I9_)	468	218324	1.0288	0
I9_HYPTENS_EXNONE	Hypertension (no controls excluded)	IX Diseases of the circulatory system (I9_)	55917	162875	1.2638	76
I9_ICH	Intracerebral haemmorrhage	IX Diseases of the circulatory system (I9_)	1687	201146	1.0455	0
I9_ICH_EXNONE	Intracerebral haemmorrhage (no controls excluded)	IX Diseases of the circulatory system (I9_)	1687	217105	1.0441	0
I9_IHD	"Ischaemic heart disease, wide definition"	IX Diseases of the circulatory system (I9_)	31640	187152	1.1432	27
I9_INTRACRA	Nontraumatic intracranial haemmorrhage	IX Diseases of the circulatory system (I9_)	2794	203068	1.0354	1
I9_INTRACRA_EXNONE	Nontraumatic intracranial haemmorrhage (no controls excluded)	IX Diseases of the circulatory system (I9_)	2794	215998	1.034	1
I9_ISCHHEART	Ischemic heart diseases	IX Diseases of the circulatory system (I9_)	30952	187840	1.1407	29
I9_K_CARDIAC	Death due to cardiac causes	IX Diseases of the circulatory system (I9_)	7563	211229	1.0562	3
I9_LBBB	Left bundle-branch block	IX Diseases of the circulatory system (I9_)	775	156711	1.0307	0
I9_LBBB_EXNONE	Left bundle-branch block (no controls excluded)	IX Diseases of the circulatory system (I9_)	775	218017	1.0364	0
I9_LYMPHADE	Nonspesific lymphadenitis	IX Diseases of the circulatory system (I9_)	1009	190028	1.0316	0
I9_LYMPHADE_EXNONE	Nonspesific lymphadenitis (no controls excluded)	IX Diseases of the circulatory system (I9_)	1009	217783	1.0307	0
I9_LYMPHOTH	Other noninfective disordersof lymphatic vessels and lymph nodes	IX Diseases of the circulatory system (I9_)	399	190028	0.99953	0
I9_LYMPHOTH_EXNONE	Other noninfective disordersof lymphatic vessels and lymph nodes (no controls excluded)	IX Diseases of the circulatory system (I9_)	399	218393	0.9986	0
I9_MI	Myocardial infarction	IX Diseases of the circulatory system (I9_)	12801	187840	1.0787	13
I9_MI_COMPLICATIONS	Complications following myocardial infarction	IX Diseases of the circulatory system (I9_)	107	187840	0.73535	0
I9_MI_COMPLICATIONS_EXNONE	Complications following myocardial infarction (no controls excluded)	IX Diseases of the circulatory system (I9_)	107	218685	0.73121	0
I9_MI_EXNONE	Myocardial infarction (no controls excluded)	IX Diseases of the circulatory system (I9_)	12801	205991	1.0757	7
I9_MI_STRICT	"Myocardial infarction, strict"	IX Diseases of the circulatory system (I9_)	11622	187840	1.0767	14
I9_MI_STRICT_EXNONE	"Myocardial infarction, strict" (no controls excluded)	IX Diseases of the circulatory system (I9_)	11622	207170	1.0767	8
I9_MYOCARD	Myocarditis	IX Diseases of the circulatory system (I9_)	829	116926	1.0369	0
I9_MYOCARD_EXNONE	Myocarditis (no controls excluded)	IX Diseases of the circulatory system (I9_)	829	217963	1.0398	0
I9_NONISCHCARDMYOP	Non-ischemic cardiomyopathy	IX Diseases of the circulatory system (I9_)	11400	175752	1.0407	1
I9_NONISCHCARDMYOP_STRICT	Nonischemic cardiomyopathy	IX Diseases of the circulatory system (I9_)	906	185961	1.0393	0
I9_NONRHEVALV	Non-rheumatic valve diseases	IX Diseases of the circulatory system (I9_)	10235	156711	1.0374	3
I9_NONRHEVALV_EXNONE	Non-rheumatic valve diseases (no controls excluded)	IX Diseases of the circulatory system (I9_)	10235	208557	1.047	2
I9_OTH	Other CVD	IX Diseases of the circulatory system (I9_)	2329	216463	1.0231	0
I9_OTHANEUR	Other aneurysm	IX Diseases of the circulatory system (I9_)	631	206541	1.0455	0
I9_OTHANEUR_EXNONE	Other aneurysm (no controls excluded)	IX Diseases of the circulatory system (I9_)	631	218161	1.0446	0
I9_OTHARR	Other arrhytmias	IX Diseases of the circulatory system (I9_)	13250	156711	1.0494	3
I9_OTHARR_EXNONE	Other arrhytmias (no controls excluded)	IX Diseases of the circulatory system (I9_)	13250	205542	1.0547	1
I9_OTHHEART	Other heart diseases	IX Diseases of the circulatory system (I9_)	62081	156711	1.0966	18
I9_OTHILLHEART	Other or ill-defined heart diseases	IX Diseases of the circulatory system (I9_)	713	156711	1.0354	0
I9_OTHILLHEART_EXNONE	Other or ill-defined heart diseases (no controls excluded)	IX Diseases of the circulatory system (I9_)	713	218079	1.035	0
I9_OTHINTRACRA	Other intracranial haemorrhages	IX Diseases of the circulatory system (I9_)	331	203068	0.97412	0
I9_OTHINTRACRA_EXNONE	Other intracranial haemorrhages (no controls excluded)	IX Diseases of the circulatory system (I9_)	331	218461	0.97871	0
I9_OTHOTH	Other other unspecified disorders of the circulatory system	IX Diseases of the circulatory system (I9_)	494	216463	1.0292	0
I9_OTHOTH_EXNONE	Other other unspecified disorders of the circulatory system (no controls excluded)	IX Diseases of the circulatory system (I9_)	494	218298	1.0292	0
I9_OTHPER	Other peripheral vascular diseases	IX Diseases of the circulatory system (I9_)	1037	206541	1.0388	0
I9_OTHPER_EXNONE	Other peripheral vascular diseases (no controls excluded)	IX Diseases of the circulatory system (I9_)	1037	217755	1.0388	0
I9_PAD	Peripheral artery disease	IX Diseases of the circulatory system (I9_)	7098	206541	1.0635	6
I9_PAD_EXNONE	Peripheral artery disease (no controls excluded)	IX Diseases of the circulatory system (I9_)	7098	211694	1.0645	6
I9_PAROXTAC	Paroxysmal tachycardia	IX Diseases of the circulatory system (I9_)	4787	116926	1.0331	0
I9_PAROXTAC_EXNONE	Paroxysmal tachycardia (no controls excluded)	IX Diseases of the circulatory system (I9_)	4787	214005	1.0359	0
I9_PERICAOTH	Other diseases of pericardium	IX Diseases of the circulatory system (I9_)	472	156711	1.0188	1
I9_PERICAOTH_EXNONE	Other diseases of pericardium (no controls excluded)	IX Diseases of the circulatory system (I9_)	472	218320	1.0178	1
I9_PERICARD	Pericarditis	IX Diseases of the circulatory system (I9_)	484	156711	1.0178	0
I9_PERICARD_EXNONE	Pericarditis (no controls excluded)	IX Diseases of the circulatory system (I9_)	484	218308	1.0174	0
I9_PERIPH	Peripheral artery operations in Hilmo	IX Diseases of the circulatory system (I9_)	1645	206541	1.0436	1
I9_PERIPH_EXNONE	Peripheral artery operations in Hilmo (no controls excluded)	IX Diseases of the circulatory system (I9_)	1645	217147	1.0426	1
I9_PHLETHROM	Phlebitis and thrombophlebitis (not including DVT)	IX Diseases of the circulatory system (I9_)	3277	190028	1.0398	16
I9_PHLETHROMBDVTLOW	DVT of lower extremities	IX Diseases of the circulatory system (I9_)	4576	190028	1.0494	29
I9_PHLETHROMBDVTLOW_EXNONE	DVT of lower extremities (no controls excluded)	IX Diseases of the circulatory system (I9_)	4576	214216	1.047	29
I9_PHLETHROM_EXNONE	Phlebitis and thrombophlebitis (not including DVT) (no controls excluded)	IX Diseases of the circulatory system (I9_)	3277	215515	1.0364	15
I9_POSTAMI	Status post-ami	IX Diseases of the circulatory system (I9_)	1434	187840	1.0591	2
I9_POSTAMI_EXNONE	Status post-ami (no controls excluded)	IX Diseases of the circulatory system (I9_)	1434	217358	1.0518	1
I9_PROGVASC	Progressive vascular leukoencephalopathy	IX Diseases of the circulatory system (I9_)	270	203068	0.93576	1
I9_PROGVASC_EXNONE	Progressive vascular leukoencephalopathy (no controls excluded)	IX Diseases of the circulatory system (I9_)	270	218522	0.93844	2
I9_PULMEMB	Pulmonary embolism	IX Diseases of the circulatory system (I9_)	4185	214228	1.0455	6
I9_PULMEMB_EXNONE	Pulmonary embolism (no controls excluded)	IX Diseases of the circulatory system (I9_)	4185	214607	1.047	6
I9_PULMHEART	"Pulmonary heart disease, diseases of pulmonary circulation"	IX Diseases of the circulatory system (I9_)	4564	214228	1.0465	7
I9_PULMOTHHD	Other pulmonary heart/vessel disease	IX Diseases of the circulatory system (I9_)	493	214228	1.0183	0
I9_PULMOTHHD_EXNONE	Other pulmonary heart/vessel disease (no controls excluded)	IX Diseases of the circulatory system (I9_)	493	218299	1.0183	0
I9_PVT	Portal vein thrombosis	IX Diseases of the circulatory system (I9_)	155	190028	0.82304	0
I9_PVT_EXNONE	Portal vein thrombosis (no controls excluded)	IX Diseases of the circulatory system (I9_)	155	218637	0.82304	0
I9_RBBB	Right bundle-branch block	IX Diseases of the circulatory system (I9_)	405	156711	1.0028	1
I9_RBBB_EXNONE	Right bundle-branch block (no controls excluded)	IX Diseases of the circulatory system (I9_)	405	218387	1.0023	1
I9_REVACS_EXNONE	Emergency coronary revascularization (for ACS) (no controls excluded)	IX Diseases of the circulatory system (I9_)	12271	206521	1.1036	33
I9_REVASC	Coronary revascularization (ANGIO or CABG)	IX Diseases of the circulatory system (I9_)	12271	187840	1.1046	38
I9_REVASC_EXNONE	Coronary revascularization (ANGIO or CABG) (no controls excluded)	IX Diseases of the circulatory system (I9_)	12271	206521	1.1036	33
I9_RHEUFEV	Rheumatic fever incl heart disease	IX Diseases of the circulatory system (I9_)	573	218219	1.0321	0
I9_RHEUFEVHRT	Rheumatic fever with heart involvement	IX Diseases of the circulatory system (I9_)	89	218219	0.67563	1
I9_RHEUFEVHRT_EXNONE	Rheumatic fever with heart involvement (no controls excluded)	IX Diseases of the circulatory system (I9_)	89	218703	0.67563	1
I9_RHEUVALV	Rheumatic valve diseases	IX Diseases of the circulatory system (I9_)	404	218219	0.99674	0
I9_RHEUVALV_EXNONE	Rheumatic valve diseases (no controls excluded)	IX Diseases of the circulatory system (I9_)	404	218388	0.99674	0
I9_SAH	Subarachnoid haemmorrhage	IX Diseases of the circulatory system (I9_)	1338	201230	1.0398	0
I9_SAHANEUR	"Aneurysms, operations, SAH"	IX Diseases of the circulatory system (I9_)	2127	203068	1.0417	0
I9_SAHANEUR_EXNONE	"Aneurysms, operations, SAH" (no controls excluded)	IX Diseases of the circulatory system (I9_)	2127	216665	1.0441	1
I9_SAH_EXNONE	Subarachnoid haemmorrhage (no controls excluded)	IX Diseases of the circulatory system (I9_)	1338	217454	1.0402	0
I9_SECONDRIGHT	Secondary right heart disease	IX Diseases of the circulatory system (I9_)	428	214228	1.0047	0
I9_SECONDRIGHT_EXNONE	Secondary right heart disease (no controls excluded)	IX Diseases of the circulatory system (I9_)	428	218364	1.0047	0
I9_SEQULAE	Sequelae of cerebrovascular disease	IX Diseases of the circulatory system (I9_)	4638	203068	1.0264	1
I9_SEQULAE_EXNONE	Sequelae of cerebrovascular disease (no controls excluded)	IX Diseases of the circulatory system (I9_)	4638	214154	1.0259	1
I9_STENOSIS	"Occlusion and stenosis of arteries, not leading to stroke"	IX Diseases of the circulatory system (I9_)	185	203068	0.85684	0
I9_STENOSIS_EXNONE	"Occlusion and stenosis of arteries, not leading to stroke" (no controls excluded)	IX Diseases of the circulatory system (I9_)	185	218607	0.85642	0
I9_STR	"Stroke, excluding SAH"	IX Diseases of the circulatory system (I9_)	11734	201150	1.0557	2
I9_STR_EXH	"Ischaemic Stroke, excluding all haemorrhages"	IX Diseases of the circulatory system (I9_)	10551	202223	1.0518	2
I9_STR_EXH_EXNONE	"Ischaemic Stroke, excluding all haemorrhages" (no controls excluded)	IX Diseases of the circulatory system (I9_)	10551	208241	1.0513	2
I9_STR_EXNONE	"Stroke, excluding SAH" (no controls excluded)	IX Diseases of the circulatory system (I9_)	11734	207058	1.0547	2
I9_STR_SAH	"Stroke, including SAH"	IX Diseases of the circulatory system (I9_)	12632	200315	1.0547	1
I9_STR_SAH_EXNONE	"Stroke, including SAH" (no controls excluded)	IX Diseases of the circulatory system (I9_)	12632	206160	1.0513	1
I9_THROMBICV	Nonpyogenic thrombosis of intracranial venous system	IX Diseases of the circulatory system (I9_)	108	203068	0.74291	0
I9_THROMBICV_EXNONE	Nonpyogenic thrombosis of intracranial venous system (no controls excluded)	IX Diseases of the circulatory system (I9_)	108	218684	0.74405	0
I9_THROMBOTH	Other embolism and thrombosis	IX Diseases of the circulatory system (I9_)	1919	190028	1.0345	8
I9_THROMBOTH_EXNONE	Other embolism and thrombosis (no controls excluded)	IX Diseases of the circulatory system (I9_)	1919	216873	1.0326	8
I9_TIA	Transient ischemic attack	IX Diseases of the circulatory system (I9_)	8835	202223	1.0441	0
I9_UAP	Unstable angina pectoris	IX Diseases of the circulatory system (I9_)	7058	197630	1.0645	5
I9_UAP_EXNONE	Unstable angina pectoris (no controls excluded)	IX Diseases of the circulatory system (I9_)	7058	211734	1.0669	2
I9_VALVES	Valvular operations	IX Diseases of the circulatory system (I9_)	36155	156711	1.0743	12
I9_VALVES_EXNONE	Valvular operations (no controls excluded)	IX Diseases of the circulatory system (I9_)	36155	182637	1.0738	9
I9_VARICVE	Varicose veins	IX Diseases of the circulatory system (I9_)	17027	190028	1.1603	54
I9_VARICVEOES	Oesophageal varices	IX Diseases of the circulatory system (I9_)	485	190028	1.0245	2
I9_VARICVEOES_EXNONE	Oesophageal varices (no controls excluded)	IX Diseases of the circulatory system (I9_)	485	218307	1.0245	2
I9_VARICVESOTH	Varicose veins of other sites	IX Diseases of the circulatory system (I9_)	1076	190028	1.0364	0
I9_VARICVESOTH_EXNONE	Varicose veins of other sites (no controls excluded)	IX Diseases of the circulatory system (I9_)	1076	217716	1.0359	0
I9_VARICVE_EXNONE	Varicose veins (no controls excluded)	IX Diseases of the circulatory system (I9_)	17027	201765	1.1645	50
I9_VASCDEM	Vascular dementia	IX Diseases of the circulatory system (I9_)	859	211300	1.047	3
I9_VASCINT	Vascular diseases of the intestine	IX Diseases of the circulatory system (I9_)	415	206541	1.0009	0
I9_VASCSYND	Vascular syndromes of brain in cerebrovascular disorders	IX Diseases of the circulatory system (I9_)	591	210801	1.0254	1
I9_VEINSOTH	Other disorders of veins	IX Diseases of the circulatory system (I9_)	6073	190028	1.0693	9
I9_VEINSOTH_EXNONE	Other disorders of veins (no controls excluded)	IX Diseases of the circulatory system (I9_)	6073	212719	1.0654	7
I9_VHD	Valvular heart disease including rheumatic fever	IX Diseases of the circulatory system (I9_)	38209	156711	1.0743	9
I9_VHD_EXNONE	Valvular heart disease including rheumatic fever (no controls excluded)	IX Diseases of the circulatory system (I9_)	38209	180583	1.0703	9
I9_VTE	Venous thromboembolism	IX Diseases of the circulatory system (I9_)	9176	209616	1.0625	28
ILD	Interstitial lung disease	Interstitial lung disease endpoints	1969	196986	1.0302	9
ILD_ENDPOINTS	Interstitial lung disease endpoints	Interstitial lung disease endpoints	21806	196986	1.0896	20
ILD_INSUFFICIENCY	ILD-related respiratory insufficiency	Interstitial lung disease endpoints	934	196986	1.0422	1
ILD_SYST_AUTO	ILD related to systemic autoimmune disease	Interstitial lung disease endpoints	411	196986	1.0005	1
INCREASEDMUSCLETONE	Increased muscle tone	Miscellaneous, not yet classified endpoints	92	218700	0.69287	0
INFLUENZA	All influenza (not pneumonia)	Asthma and related endpoints	2676	188868	1.0169	0
INV_VENT	Invasive ventilation	Comorbidities of COPD	625	217231	1.0359	0
IPF	Idiopathic pulmonary fibrosis	Interstitial lung disease endpoints	1028	196986	1.0311	9
J10_ABSCLUNGPNEUMO	Abscess of lung	X Diseases of the respiratory system (J10_)	170	218125	0.83859	0
J10_ACUTELOWERNAS	Unspecified acute lower respiratory infection	X Diseases of the respiratory system (J10_)	2272	208689	1.0254	0
J10_ACUTEUPPERINFEC	Acute upper respiratory infections of multiple and unspecified sites	X Diseases of the respiratory system (J10_)	17920	182945	1.0586	0
J10_ARDS	Adult respiratory distress syndrome	X Diseases of the respiratory system (J10_)	165	216363	0.83529	0
J10_ASBESTPNEUMOC	Pneumoconiosis due to asbestos and other mineral fibres	X Diseases of the respiratory system (J10_)	235	216866	0.91371	0
J10_ASTHMA	Asthma	X Diseases of the respiratory system (J10_)	20629	135449	1.1396	24
J10_ASTHMACOPDKELA	Asthma/COPD (KELA code 203)	X Diseases of the respiratory system (J10_)	21444	186723	1.1614	27
J10_ASTHMA_EXMORE	Asthma (more controls excluded)	X Diseases of the respiratory system (J10_)	20629	131051	1.1432	23
J10_ASTHMA_INCLAVO	"Asthma, including avohilmo"	X Diseases of the respiratory system (J10_)	22244	196548	1.1417	21
J10_ASTHMA_MAIN	Asthma (only as main-diagnosis)	X Diseases of the respiratory system (J10_)	17438	135449	1.1335	16
J10_ASTHMA_MAIN_EXMORE	Asthma (only as main-diagnosis) (more controls excluded)	X Diseases of the respiratory system (J10_)	17438	131051	1.1294	16
J10_BRONCH	"Bronchitis, not specified as acute or chronic"	X Diseases of the respiratory system (J10_)	1533	186723	1.0441	0
J10_BRONCHIECTASIS	Bronchiectasis	X Diseases of the respiratory system (J10_)	1107	186723	1.0475	1
J10_BRONCHIOLITIS	Acute bronchiolitis	X Diseases of the respiratory system (J10_)	976	208689	1.0254	0
J10_BRONCHITIS	Acute bronchitis	X Diseases of the respiratory system (J10_)	7338	208689	1.0212	0
J10_BRONCHNAS	Unspecified chronic bronchitis	X Diseases of the respiratory system (J10_)	459	186723	1.0207	0
J10_CHEMGASRESP	"Respiratory conditions due to inhalation of chemicals, gases, fumes and vapours"	X Diseases of the respiratory system (J10_)	127	216866	0.75972	0
J10_CHRONLARYNGITIS	Chronic laryngitis and laryngotracheitis	X Diseases of the respiratory system (J10_)	2138	167849	1.0446	0
J10_CHRONRHINITIS	"Chronic rhinitsi, nasopharyngitis and pharyngitis"	X Diseases of the respiratory system (J10_)	5355	167849	1.0354	0
J10_CHRONSINUSITIS	Chronic sinusitis	X Diseases of the respiratory system (J10_)	8524	167849	1.0718	7
J10_CHRONTONSADEN	Chronic diseases of tonsils and adenoids	X Diseases of the respiratory system (J10_)	24463	167849	1.1577	19
J10_COLD	Acute nasopharyngitis(common cold)	X Diseases of the respiratory system (J10_)	2253	182945	1.0283	0
J10_COPD	COPD	X Diseases of the respiratory system (J10_)	6915	186723	1.0747	3
J10_COPDNAS	Other chronic obstructive pulmonary disease	X Diseases of the respiratory system (J10_)	6595	186723	1.0747	2
J10_COPDNAS_INCLAVO	Other chronic obstructive pulmonary disease	X Diseases of the respiratory system (J10_)	7010	211782	1.0762	2
J10_EMPHYSEMA	Emphysema	X Diseases of the respiratory system (J10_)	673	186723	1.0393	2
J10_EPIGLOTTITIS	Acute epiglottitis	X Diseases of the respiratory system (J10_)	199	182945	0.86565	1
J10_EXTERLUNG	Lung diseases due to external agents	X Diseases of the respiratory system (J10_)	1926	216866	1.0254	0
J10_HYPERSPNEUMONI	Hypersensitivity pneumonitis due to organic dust	X Diseases of the respiratory system (J10_)	244	216866	0.91153	0
J10_INFLUENZA	All influenza	X Diseases of the respiratory system (J10_)	4262	188868	1.0117	0
J10_INFLUPNEU	Influenza and pneumonia	X Diseases of the respiratory system (J10_)	29924	188868	1.0504	2
J10_INTERSTITIUM	Other respiratory diseases principally affecting the interstitium	X Diseases of the respiratory system (J10_)	2429	216363	1.0307	7
J10_LARYNGITIS	Acute laryngitis and tracheitis	X Diseases of the respiratory system (J10_)	2194	182945	1.0369	1
J10_LOWCHRON	Chronic lower respiratory diseases	X Diseases of the respiratory system (J10_)	32069	186723	1.1619	28
J10_LOWERINF	Other acute lower respiratory infections	X Diseases of the respiratory system (J10_)	10103	208689	1.0307	0
J10_NASALPOLYP	Nasal polyp	X Diseases of the respiratory system (J10_)	3236	167849	1.0547	9
