phenocode	name	category	num_cases	num_controls	num_gw_significant
J10_LARYNGITIS	Acute laryngitis and tracheitis	Diseases of the respiratory system (J10_)	3689	280956	0
J10_LOWCHRON	Chronic lower respiratory diseases	Diseases of the respiratory system (J10_)	58910	283589	62
J10_LOWERINF	Other acute lower respiratory infections	Diseases of the respiratory system (J10_)	18714	323785	1
J10_NASALPOLYP	Nasal polyp	Diseases of the respiratory system (J10_)	5554	258553	34
J10_NECROTIC	Suppurative and necrotic conditions of lower respiratory tract	Diseases of the respiratory system (J10_)	1290	341209	0
J10_PERITONSABSC	Peritonsillar abscess	Diseases of the respiratory system (J10_)	6670	258553	11
J10_PHARYNGITIS	Acute pharyngitis	Diseases of the respiratory system (J10_)	4140	280956	0
J10_PLEURA	Other diseases of pleura	Diseases of the respiratory system (J10_)	13713	328786	0
J10_PLEUREFFUSION	Pleural effusion	Diseases of the respiratory system (J10_)	3994	328786	0
J10_PLEUROTH	Other pleural conditions	Diseases of the respiratory system (J10_)	2648	328786	0
J10_PLEURPLAGUE	Pleural plaque	Diseases of the respiratory system (J10_)	2530	328786	2
J10_PNEUMOBACT	Bacterial pneumoniae	Diseases of the respiratory system (J10_)	14671	286619	2
J10_PNEUMONIA	All pneumoniae	Diseases of the respiratory system (J10_)	52021	290478	7
J10_PNEUMONISOLLIQ	Pneumonitis due to solids and liquids	Diseases of the respiratory system (J10_)	2063	338636	1
J10_PNEUMONONBACT	Pneumonia due to other infectious organisms, not elsewhere classified	Diseases of the respiratory system (J10_)	731	286619	0
J10_PNEUMOPNEUMO	Pneumonia due to Streptococcus pneumoniae	Diseases of the respiratory system (J10_)	1111	286619	0
J10_PNEUMOTHORAX	Pneumothorax	Diseases of the respiratory system (J10_)	1780	328786	0
J10_PULMEOS	Pulmonary eosinophilia, not elsewhere classified	Diseases of the respiratory system (J10_)	286	337894	0
J10_PULMOEDEMA	Pulmonary oedema	Diseases of the respiratory system (J10_)	427	337894	0
J10_PYOTHORAX	Pyothorax	Diseases of the respiratory system (J10_)	969	341209	2
J10_RESPCONDEXT	Respiratory conditions due to other external agents	Diseases of the respiratory system (J10_)	478	338636	1
J10_RESPOTHER	Other diseases of the respiratory system	Diseases of the respiratory system (J10_)	5660	336839	0
J10_SEPTDEV	Deviated nasal septum	Diseases of the respiratory system (J10_)	10436	258553	5
J10_SILICAPNEUMOC	Pneumoconiosis due to dust containing silica	Diseases of the respiratory system (J10_)	86	338636	0
J10_SIMPLBRONCH	Simple and mucopurulent chronic bronchitis	Diseases of the respiratory system (J10_)	1180	283589	2
J10_SINUSITIS	Acute sinusitis	Diseases of the respiratory system (J10_)	18317	280956	5
J10_TONSILLECTOMY	Tonsillectomy	Diseases of the respiratory system (J10_)	24544	317955	25
J10_TONSILLITIS	Other and unspecified tonsillitis	Diseases of the respiratory system (J10_)	11818	280956	2
J10_UPPERDIS	Other diseases of upper respiratory tract	Diseases of the respiratory system (J10_)	83946	258553	23
J10_UPPERINFEC	Acute upper respiratory infections	Diseases of the respiratory system (J10_)	61543	280956	6
J10_VIRALPNEUMO	Viral pneumonia	Diseases of the respiratory system (J10_)	2915	286619	0
J10_VOCALLARYNX	Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified	Diseases of the respiratory system (J10_)	17257	258553	1
JOINTPAIN	Pain in joint	Diseases of the musculoskeletal system and connective tissue (M13_)	24166	191015	6
JUVEN_ARTHR	Juvenile arthritis (FINNGEN)	Rheuma endpoints	1348	261098	8
K11_ABRASION	Abrasion of teeth	Diseases of the digestive system (K11_)	137	242518	1
K11_ABSCANAL	Abscess of anal and rectal regions	Diseases of the digestive system (K11_)	2288	276683	0
K11_ACHAL	Achalasia of cardia	Diseases of the digestive system (K11_)	456	292256	1
K11_ACUTGASTR	Acute gastritis	Diseases of the digestive system (K11_)	2120	292256	2
K11_ACUTPANC	Acute pancreatitis	Diseases of the digestive system (K11_)	5509	301383	11
K11_ADHE	Intestinal adhesions without obstruction	Diseases of the digestive system (K11_)	2043	276683	0
K11_ALCGASTR	Alcoholic gastritis	Diseases of the digestive system (K11_)	389	292256	0
K11_ALCOLIV	Alcoholic liver disease	Diseases of the digestive system (K11_)	2513	332951	4
K11_ANOMALI_DENTAL_ARCH_RELATIONS1_INCLAVO	Anomalies of dental arch relationship, including avohilmo	Diseases of the digestive system (K11_)	5303	337196	0
K11_APHTA_RECUR	Recurring oral aphthae	Diseases of the digestive system (K11_)	1078	341421	1
K11_APHTA_RECUR_INCLAVO	Recurring oral aphthae, including avohilmo	Diseases of the digestive system (K11_)	3026	339473	0
K11_APPENDACUT	Acute appendicitis	Diseases of the digestive system (K11_)	25706	314763	13
K11_APPENDECTOMY	Appendectomy	Diseases of the digestive system (K11_)	23191	319308	3
K11_APPENDOTH	Other appendicitis	Diseases of the digestive system (K11_)	2275	314763	0
K11_ASYMMETRY_JAW	Asymmetry of jaw	Diseases of the digestive system (K11_)	332	342167	0
K11_ATTRITION	Excessive attrition of teeth	Diseases of the digestive system (K11_)	729	242518	2
K11_BARRET	Barrett oesophagus	Diseases of the digestive system (K11_)	946	292256	0
K11_BILIAOTH	Other diseases of biliary tract	Diseases of the digestive system (K11_)	1994	301383	0
K11_CARIES_1_ONLYAVO	Dental caries 1, only avohilmo	Diseases of the digestive system (K11_)	139994	202505	3
K11_CARIES_2	Dental caries 2	Diseases of the digestive system (K11_)	19523	322976	2
K11_CARIES_DENTIN	Dentinal caries	Diseases of the digestive system (K11_)	6633	242518	1
K11_CD_STRICT2	Crohn disease (strict definition, require KELA, min 2 HDR)	Diseases of the digestive system (K11_)	1484	340875	10
K11_CHOLANGI	Cholangitis (primary sclerosing, PSC)	Diseases of the digestive system (K11_)	1491	301383	3
K11_CHOLANGI_STRICT	Cholangitis (primary sclerosing, PSC), with reimbursement 202	Gastrointestinal endpoints	428	323584	4
K11_CHOLECYST	Cholecystitis	Diseases of the digestive system (K11_)	3770	301383	4
K11_CHOLECYSTECTOMY	Cholecystectomy	Diseases of the digestive system (K11_)	23642	318857	46
K11_CHOLELITH	Cholelithiasis	Diseases of the digestive system (K11_)	32894	301383	70
K11_CHRONGASTR	Chronic gastritis	Diseases of the digestive system (K11_)	8621	292256	0
K11_CHRONHEP	Chronic hepatitis, not elsewhere classified	Diseases of the digestive system (K11_)	800	332951	2
K11_CHRONPANC	Chronic pancreatitis	Diseases of the digestive system (K11_)	3002	301383	6
K11_COELIAC	Coeliac disease	Diseases of the digestive system (K11_)	3320	328204	26
K11_CONSTIPATION	Constipation	Diseases of the digestive system (K11_)	30490	312009	1
K11_CROSSBITE	Crossbite	Diseases of the digestive system (K11_)	1427	341072	0
K11_CROWDI_TEETH_INCLAVO	Crowding of teeth, including avohilmo	Diseases of the digestive system (K11_)	2108	340391	0
K11_DEEP_BITE_INCLAVO	Deep bite	Diseases of the digestive system (K11_)	2385	340114	0
K11_DEEP_BITE_SURGERY	Deep bite that required surgery	Diseases of the digestive system (K11_)	253	342246	1
K11_DENTOFACIAL_ANOMALIES	Dentofacial anomalies [including malocclusion]	Diseases of the digestive system (K11_)	8587	242518	0
K11_DEPOSITS	Deposits [accretions] on teeth	Diseases of the digestive system (K11_)	1717	242518	2
K11_DIAHER	Diaphragmatic hernia	Diseases of the digestive system (K11_)	10264	293793	7
K11_DISLIVOTH	Other diseases of liver	Diseases of the digestive system (K11_)	4369	332951	8
K11_DISOESINOTH	Disorders of oesophagus in diseases classified elsewhere	Diseases of the digestive system (K11_)	450	292256	2
K11_DISORD_TEETH	Other disorders of teeth and supporting structures	Diseases of the digestive system (K11_)	5918	242518	3
K11_DISTAL_BITE_INCLAVO	Distal bite	Diseases of the digestive system (K11_)	662	341837	0
K11_DIVERTIC	Diverticular disease of intestine	Diseases of the digestive system (K11_)	26755	276683	43
K11_DULC	Duodenal ulcer	Diseases of the digestive system (K11_)	3164	292256	3
K11_EMBED_TEETH_INCLAVO	Embedded teeth, including avohilmo	Diseases of the digestive system (K11_)	2115	340384	0
K11_EMBIMPACT_TEETH_INCLAVO	Embedded and impacted teeth	Diseases of the digestive system (K11_)	6902	335597	1
K11_ENERCOLNONINF	Noninfective enteritis and colitis	Diseases of the digestive system (K11_)	15236	327263	33
K11_EROSION	Erosion of teeth	Diseases of the digestive system (K11_)	362	242518	1
K11_EROSION_INCLAVO	Erosion of teeth, including avohilmo	Diseases of the digestive system (K11_)	4488	338011	0
K11_ERUPTION_INCLAVO	Tooth eruption problems	Diseases of the digestive system (K11_)	3240	339259	2
K11_FEMHER	Femoral hernia	Diseases of the digestive system (K11_)	1144	293793	0
K11_FIBROCHIRLIV	Fibrosis and cirrhosis of liver	Diseases of the digestive system (K11_)	1602	332951	5
K11_FISTULA	Colonic or urogenital fistula	Diseases of the digestive system (K11_)	7905	334594	7
K11_FUNCDYSP	Functional dyspepsia	Diseases of the digestive system (K11_)	7715	292256	3
K11_GALLBLAOTH	Other diseases of gallbladder	Diseases of the digestive system (K11_)	1045	301383	0
K11_GASTRODUOULC	Gastroduodenal ulcer	Diseases of the digestive system (K11_)	8240	292256	3
K11_GINGIVA	Other disorders of gingiva and edentulous alveolar ridge	Diseases of the digestive system (K11_)	796	242518	1
K11_GINGIVITIS_PERIODONTAL	Gingivitis and periodontal diseases	Diseases of the digestive system (K11_)	72558	242518	2
K11_GINGIV_HYPERPLAS	Gingival hyperplasia	Diseases of the digestive system (K11_)	348	242518	3
K11_GJULC	Gastrojejunal ulcer	Diseases of the digestive system (K11_)	288	292256	0
K11_GULC	Gastric ulcer	Diseases of the digestive system (K11_)	5277	292256	1
K11_HAEMORR	Haemmorrhoids and perianal venous thrombosis	Diseases of the digestive system (K11_)	7114	276683	9
K11_HEPFAIL	Hepatic failure, not elsewhere classified	Diseases of the digestive system (K11_)	854	332951	0
K11_HERING	Inguinal hernia	Diseases of the digestive system (K11_)	29078	293793	60
K11_HERNIA	Hernia	Diseases of the digestive system (K11_)	48706	293793	60
K11_HYPERTROPHY_TONGUE_PAPILLAE	Hypertrophy of tongue papillae	Diseases of the digestive system (K11_)	209	342290	0
K11_HYPOLASIA_ENAMEL	Hypoplasia of dental enamel	Diseases of the digestive system (K11_)	197	341986	8
K11_HYPOPLASIA_ENAMEL_INCLAVO	Hypoplasia of dental enamel	Diseases of the digestive system (K11_)	472	342027	7
K11_HYPOPLASIA_ENAMEL_PRENATAL_INCLAVO	Hypoplasia of dental enamel, prenatal	Diseases of the digestive system (K11_)	81	342418	4
K11_HYPO_ONLY_INCLAVO	Tooth agenesis EXCLUDE clefts and syndromes	Diseases of the digestive system (K11_)	777	340920	9
K11_IBD_STRICT_PSC	IBD (strict) with PSC	Gastrointestinal endpoints	231	331374	1
K11_IBS	Irritable bowel syndrome	Diseases of the digestive system (K11_)	8116	276683	0
K11_ILEUS	Paralytic ileus and intestinal obstruction	Diseases of the digestive system (K11_)	7528	276683	0
K11_IMPACT	Impaction of intestines	Diseases of the digestive system (K11_)	173	276683	0
K11_IMPACTED_TEETH_INCLAVO	Impacted teeth	Diseases of the digestive system (K11_)	4538	337961	0
K11_INTESTOTH	Other diseases of intestines	Diseases of the digestive system (K11_)	65816	276683	8
K11_INTUSS	Intussusception	Diseases of the digestive system (K11_)	482	276683	0
K11_JAWS	Other diseases of jaws	Diseases of the digestive system (K11_)	1693	242518	1
K11_KELAIBD	IBD patients in KELA-register	Diseases of the digestive system (K11_)	6765	327263	42
K11_LIP_ORAL_MUCOSA	Other diseases of lip and oral mucosa	Diseases of the digestive system (K11_)	4229	242518	0
K11_LIVER	Diseases of liver	Diseases of the digestive system (K11_)	9548	332951	12
K11_MAJOR_ANOMALI_JAW_SIZE_INCLAVO	Major anomalies of jaw size	Diseases of the digestive system (K11_)	645	341854	1
K11_MALABSORB	Intestinal malabsorption	Diseases of the digestive system (K11_)	1073	328204	3
K11_MANDIBULAR_HYPOPL	Mandibular hypoplasia	Diseases of the digestive system (K11_)	148	342351	0
K11_MAXIL_CANINE_FAILED_ERUPT_OBSTRUCTION_TOOTH	Maxillary canine that has failed to erupt because of obstruction by another tooth	Diseases of the digestive system (K11_)	157	342342	0
K11_MAXIL_CANINE_PALAT	Palatinal maxillary canine	Diseases of the digestive system (K11_)	133	342366	0
K11_MAXIL_MOLAR_FAILED_ERUPT_OBSTRUCTION_TOOTH	Maxillary molar that has failed to erupt because of obstruction by another tooth	Diseases of the digestive system (K11_)	1120	341379	0
K11_MAXIL_PROGN	Maxillary prognathism	Diseases of the digestive system (K11_)	91	342408	0
K11_MESIAL_BITE	Mesial bite	Diseases of the digestive system (K11_)	194	342305	0
K11_MIH_CARIES	Molar incisor hypoplasia, with caries	Diseases of the digestive system (K11_)	165	334767	8
K11_MIH_INCLAVO	Molar incisor enamel hypoplasia	Diseases of the digestive system (K11_)	513	341986	6
K11_MISS_TEETH_ACCID_EXTR_PAROD	Missing teeth due to accident, extraction or parodontitis	Diseases of the digestive system (K11_)	2841	242518	0
K11_MN_PROGN_AND_SURGRT	Mandibular prognathia AND surgery (LeFortI or BSSO or LeFortI AND BSSO)	Diseases of the digestive system (K11_)	105	342312	0
K11_MN_PROGN_AND_SURGRT_INCLAVO	Mandibular prognathia AND surgery (LeFortI or BSSO or LeFortI AND BSSO)	Diseases of the digestive system (K11_)	187	342312	0
K11_MN_PROGN_INCLAVO	Mandibular prognathia	Diseases of the digestive system (K11_)	303	342196	0
K11_MN_RETRGN	Mandibular retrognathia	Diseases of the digestive system (K11_)	1483	341016	0
K11_MN_RETRGN_AND_SURG	Mandibular retrognathia AND surgery (BSSRO)	Diseases of the digestive system (K11_)	570	341929	1
K11_OESITIS	Oesophagitis	Diseases of the digestive system (K11_)	1318	292256	0
K11_OESOBST	Oesophageal obstruction	Diseases of the digestive system (K11_)	879	292256	0
K11_OESSTODUO	Diseases of oesophagus, stomach and duodenum	Diseases of the digestive system (K11_)	50243	292256	1
K11_OESULC	Ulcer of oesophagus	Diseases of the digestive system (K11_)	1840	292256	1
K11_OESULC_ADVERSE	Ulcer of oesophagus, drug-induced	Diseases of the digestive system (K11_)	125	342374	0
K11_OPEN_BITE_INCLAVO	Open bite	Diseases of the digestive system (K11_)	1083	341416	2
K11_OPEN_BITE_SURGERY	Open bite that required surgery (Lefort1 or BSSRO)	Diseases of the digestive system (K11_)	207	342292	0
K11_ORAL	Diseases of oral cavity, salivary glands and jaws	Diseases of the digestive system (K11_)	99981	242518	2
K11_ORALCYST	Cysts of oral region, not elsewhere classified	Diseases of the digestive system (K11_)	1058	242518	1
K11_ORAL_LEUCOPLACIA	Oral leukoplakia	Diseases of the digestive system (K11_)	434	342065	1
K11_ORAL_LEUCOPLACIA_INCLAVO	Oral leukoplakia, including avohilmo	Diseases of the digestive system (K11_)	606	341893	1
K11_ORAL_LEUCOPLAC_RELAT	Oral leukoplakia and related diseases	Diseases of the digestive system (K11_)	1376	341123	1
K11_ORAL_LEUCOPLAC_RELAT_INCLAVO	Oral leukoplakia and related diseases, including avohilmo	Diseases of the digestive system (K11_)	2063	340436	0
K11_ORAL_LICHEN_HYPOT_THYRO	Oral lichen ruber planus, hypothyreosis or thyroxin	Diseases of the digestive system (K11_)	266	342233	1
K11_ORAL_LICHEN_PLANUS	Oral lichen ruber planus	Diseases of the digestive system (K11_)	437	342062	0
K11_ORAL_LICHEN_PLANUS_INCLAVO	Oral lichen ruber planus, including avohilmo	Diseases of the digestive system (K11_)	1073	341426	4
K11_ORAL_LICHEN_PLANUS_WIDE	Oral lichen ruber planus, wide definition	Diseases of the digestive system (K11_)	4962	337537	10
K11_ORAL_LICHEN_WIDE_HYPOT_THYRO	Oral lichen ruber planus wide, hypothyreosis or thyroxin	Diseases of the digestive system (K11_)	1098	341401	2
K11_OTHABDHER	Other and unspecified abdominal hernia	Diseases of the digestive system (K11_)	939	293793	0
K11_OTHANRECT	Other diseases of anus and rectum	Diseases of the digestive system (K11_)	8644	276683	0
K11_OTHAPPEND	Other diseases of appendix	Diseases of the digestive system (K11_)	265	314763	0
K11_OTHDIG	Other diseases of the digestive system	Diseases of the digestive system (K11_)	14295	328204	13
K11_OTHDISDIG	Other diseases of the digestive system	Diseases of the digestive system (K11_)	9268	328204	1
K11_OTHDISOES	Other diseases of oesophagus	Diseases of the digestive system (K11_)	2642	292256	0
K11_OTHDISSTOMDUOD	Other diseases of stomach and duodenum	Diseases of the digestive system (K11_)	1593	292256	0
K11_OTHENTERCOL	Other noninfective gastroenteritis and colitis	Diseases of the digestive system (K11_)	7014	327263	4
K11_OTHFUNC	Other functional intestinal disorders	Diseases of the digestive system (K11_)	14125	276683	1
K11_OTHGASTR	Other gastritis (incl. Duodenitis)	Diseases of the digestive system (K11_)	6709	292256	0
K11_OTHILEUS	Other or unspecified ileus, impaction or obstruction	Diseases of the digestive system (K11_)	5135	276683	0
K11_OTHINFLIV	Other inflammatory liver diseases	Diseases of the digestive system (K11_)	1629	332951	1
K11_OTHINT	Other diseases of intestine	Diseases of the digestive system (K11_)	2669	276683	0
K11_OTHPERITON	Other diseases of peritoneum	Diseases of the digestive system (K11_)	1167	339707	0
K11_OVERJET	Overjet	Diseases of the digestive system (K11_)	418	342081	0
K11_PANCOTH	Other diseases of pancreas	Diseases of the digestive system (K11_)	1485	301383	1
K11_PARALIL	Paralytic ileus	Diseases of the digestive system (K11_)	942	276683	0
K11_PARODON_OPER	Parodontitis or operation codes	Diseases of the digestive system (K11_)	24689	317810	1
K11_PARODON_OPER_DENTAL_OPER	Parodontitis or/and operation codes	Diseases of the digestive system (K11_)	22338	320161	2
K11_PARODON_PERIAPIC_CHRONIC	Chronic periapical parodontitis	Diseases of the digestive system (K11_)	5586	242518	0
K11_PERFOES	Perforation of oesophagus	Diseases of the digestive system (K11_)	103	292256	0
K11_PERIODON_CHRON	Chronic periodontitis	Diseases of the digestive system (K11_)	3837	242518	0
K11_PERIODON_CHRON_COMPL	Chronic periodontitis, complicated	Diseases of the digestive system (K11_)	2118	340381	0
K11_PERITON	Diseases of peritoneum	Diseases of the digestive system (K11_)	2792	339707	0
K11_PERITONITIS	Acute peritonitis	Diseases of the digestive system (K11_)	1643	339707	2
K11_POSTOPDIS	Postprocedural disorders of digestive system, not elsewhere classified	Diseases of the digestive system (K11_)	701	328204	0
K11_PSC_COLITIS_STRICT	Colitis, primary sclerosing, strict definition	Diseases of the digestive system (K11_)	262	341008	1
K11_PULC	Peptic ulcer	Diseases of the digestive system (K11_)	244	292256	0
K11_PULPITIS_1_ONLYAVO	Dental pulpitis 1, only avohilmo	Diseases of the digestive system (K11_)	69451	273048	3
K11_PULPITIS_3	Dental pulpitis 3	Diseases of the digestive system (K11_)	3724	338775	1
K11_PULP_PERIAPICAL	Diseases of pulp and periapical tissues	Diseases of the digestive system (K11_)	10389	242518	1
K11_REFLUX	Gastro-oesophageal reflux disease	Interstitial lung disease endpoints	22867	292256	0
K11_REIMB_202	KELA_REIMBURSEMENT_202	Gastrointestinal endpoints	18915	323584	37
K11_RESORBTION	Pathological resorption of teeth	Diseases of the digestive system (K11_)	136	242518	0
K11_RETROG_MAXILLAE_INCLAVO	Maxillary retrognathism	Diseases of the digestive system (K11_)	389	342110	0
K11_SALIVARY	Diseases of salivary glands	Diseases of the digestive system (K11_)	5506	242518	2
K11_SCISS_BITE_INCLAVO	Scissor bite	Diseases of the digestive system (K11_)	455	342044	0
K11_STOMATITIS	Stomatitis and related lesions	Diseases of the digestive system (K11_)	2154	242518	1
K11_SUPNUM_ONLY	Supernumerary teeth EXCLUDE clefts and syndromes	Diseases of the digestive system (K11_)	90	342409	0
K11_SUPNUM_ONLY_INCLAVO	Supernumerary teeth EXCLUDE clefts and syndromes	Diseases of the digestive system (K11_)	188	342014	1
K11_TEETH_HARD	Other diseases of hard tissues of teeth	Diseases of the digestive system (K11_)	2734	242518	1
K11_TEETH_HARD_NOS	Disease of hard tissues of teeth, NOS	Diseases of the digestive system (K11_)	111	242518	0
K11_TOOTH_DEV	Disorders of tooth development and eruption	Diseases of the digestive system (K11_)	1392	242518	3
K11_TOXLIV	Toxic liver disease	Diseases of the digestive system (K11_)	345	332951	0
K11_UC_STRICT2	Ulcerative colitis (strict definition, require KELA, min 2 HDR)	Diseases of the digestive system (K11_)	4460	337399	29
K11_UC_STRICT_PSC	Ulcerative colitis (strict) with PSC	Gastrointestinal endpoints	189	331374	1
K11_UMBHER	Umbilical hernia	Diseases of the digestive system (K11_)	7476	293793	22
K11_VASCINT	Vascular disorders of the intestines	Diseases of the digestive system (K11_)	1554	276683	2
K11_VENTHER	Ventral hernia	Diseases of the digestive system (K11_)	6747	293793	8
K11_VOLVU	Volvulus	Diseases of the digestive system (K11_)	613	276683	0
KELA_DIAB_INSUL_EXMORE	Diabetes, insuline treatment (Kela reimbursement)	Diabetes endpoints	47438	283206	179
KRA_PSY_ALCOH_EXMORE	Alcohol abuse, main dg	Psychiatric endpoints from Katri Räikkönen	4334	254976	1
KRA_PSY_ANXIETY_EXMORE	Anxiety disorders	Psychiatric endpoints from Katri Räikkönen	35385	254976	8
KRA_PSY_ANYMENTAL	Any mental disorder	Psychiatric endpoints from Katri Räikkönen	87523	254976	17
KRA_PSY_ANYMENTAL_SUICID_PREG_NERV_EXMORE	Any mental disorder, or suicide (or attempt), or psychic disorders complicating pregnancy, partum or puerperum or nerve system disorders	Psychiatric endpoints from Katri Räikkönen	3142	254402	0
KRA_PSY_AUTISM_EXMORE	Autism spe	Psychiatric endpoints from Katri Räikkönen	489	254976	1
KRA_PSY_BEHAV_EXMORE	Behavioural disorders	Psychiatric endpoints from Katri Räikkönen	563	254976	1
KRA_PSY_CHILDEMOT_EXMORE	Emotional disorders starting during childhood or adolecense	Psychiatric endpoints from Katri Räikkönen	1298	254976	0
KRA_PSY_CHILDOTH_EXMORE	Other disorders starting during childhood or adolecense	Psychiatric endpoints from Katri Räikkönen	1298	254976	1
KRA_PSY_CHILDSOC_EXMORE	Social disorders starting during childhood or adolecense	Psychiatric endpoints from Katri Räikkönen	202	254976	0
KRA_PSY_CODUCTEMOT_EXMORE	Mixed disorders of conduct and emotions	Psychiatric endpoints from Katri Räikkönen	608	254976	0
KRA_PSY_DEMENTIA_EXMORE	Any dementia	Psychiatric endpoints from Katri Räikkönen	12042	254976	10
KRA_PSY_DEVWIDE_EXMORE	Wide developmental disorders	Psychiatric endpoints from Katri Räikkönen	677	254976	2
KRA_PSY_EATING_EXMORE	KRA_PSY_EATING	Psychiatric endpoints from Katri Räikkönen	2473	254976	0
KRA_PSY_HYPERKIN_EXMORE	Hyperkinetic disorders	Psychiatric endpoints from Katri Räikkönen	2011	254976	2
KRA_PSY_MENTALRET_EXMORE	Mental retardation	Psychiatric endpoints from Katri Räikkönen	1046	254923	1
KRA_PSY_MOOD_EXMORE	Mood disorders	Psychiatric endpoints from Katri Räikkönen	42746	254976	19
KRA_PSY_MOTOR_EXMORE	Motor disorders	Psychiatric endpoints from Katri Räikkönen	378	254976	0
KRA_PSY_PERSON_EXMORE	Personality disorders	Psychiatric endpoints from Katri Räikkönen	9088	254972	2
KRA_PSY_PUERPER_EXMORE	Mental and behabioural disorders of puerperum, not classified elsewhere	Psychiatric endpoints from Katri Räikkönen	284	141372	0
KRA_PSY_SCHIZODEL_EXMORE	Schizophrenia or delusion	Psychiatric endpoints from Katri Räikkönen	12317	254976	1
KRA_PSY_SLEEP_NONORG_EXMORE	Nonorganic sleeping disorders	Psychiatric endpoints from Katri Räikkönen	4429	254976	0
KRA_PSY_SPEELING_EXMORE	Speech and linguistic disorders	Psychiatric endpoints from Katri Räikkönen	2288	254976	1
KRA_PSY_SUBSTANCE_EXMORE	Substance abuse	Psychiatric endpoints from Katri Räikkönen	21032	254921	6
KRA_PSY_TIC	Tic disorders	Psychiatric endpoints from Katri Räikkönen	293	342206	1
KRA_PSY_TIC_EXMORE	Tic disorders	Psychiatric endpoints from Katri Räikkönen	293	254976	0
L12_ABSCESS_CUT	Cutaneous abscess, furuncle and carbuncle	Diseases of the skin and subcutaneous tissue (L12_)	7047	324010	0
L12_ACANTHNIGRICANS	Acanthosis nigricans	Diseases of the skin and subcutaneous tissue (L12_)	83	321903	1
L12_ACNE	Acne	Diseases of the skin and subcutaneous tissue (L12_)	2313	328747	3
L12_ACNE_CONGLOBLATA	Acne conglobata	Diseases of the skin and subcutaneous tissue (L12_)	116	328747	0
L12_ACNE_NAS	Other  and unspecified acne	Diseases of the skin and subcutaneous tissue (L12_)	282	328747	0
L12_ACQKERAT	Acquired keratosis [keratoderma] palmaris et plantaris	Diseases of the skin and subcutaneous tissue (L12_)	95	321903	0
L12_ACTINKERA	Actinic keratosis	Diseases of the skin and subcutaneous tissue (L12_)	9319	331962	30
L12_ALLERGICCONTACT	Allergic contact dermatitis	Diseases of the skin and subcutaneous tissue (L12_)	3846	306909	2
L12_ALOPECANDRO	Androgenic alopecia	Diseases of the skin and subcutaneous tissue (L12_)	161	182622	0
L12_ALOPECAREATA	Alopecia areata	Diseases of the skin and subcutaneous tissue (L12_)	573	328747	1
L12_APOCRINESWEAT	Apocrine sweat disorders, other sweat gland disorders	Diseases of the skin and subcutaneous tissue (L12_)	98	328747	0
L12_ATOPIC	Atopic dermatitis	Diseases of the skin and subcutaneous tissue (L12_)	11964	306909	57
L12_ATROPHICSKIN	Atrophic disorders of skin	Diseases of the skin and subcutaneous tissue (L12_)	3183	321903	1
L12_ATROPHICSKINNAS	Other and unspecified atrophic disorders of skin	Diseases of the skin and subcutaneous tissue (L12_)	93	321903	0
L12_BULLOTH	Other bullous disorders	Diseases of the skin and subcutaneous tissue (L12_)	628	341188	5
L12_BULLOUS	Bullous disorders	Diseases of the skin and subcutaneous tissue (L12_)	1311	341188	3
L12_CELLULITIS	Cellulitis	Diseases of the skin and subcutaneous tissue (L12_)	5775	324010	1
L12_CHLOASMA	Chloasma	Diseases of the skin and subcutaneous tissue (L12_)	81	321903	0
L12_CHRONICULCEROFSKIN	Chronic ulcer of skin, not elsewhere classified	Diseases of the skin and subcutaneous tissue (L12_)	1578	321903	0
L12_CORNSANDCALLOS	Corns and callosities	Diseases of the skin and subcutaneous tissue (L12_)	1786	321903	1
L12_CUTLAXSEN	Cutis laxa senilis	Diseases of the skin and subcutaneous tissue (L12_)	167	331962	0
L12_DECUBITANSULCERANDPRESSURE	Decubitus ulcer and pressure area	Diseases of the skin and subcutaneous tissue (L12_)	1285	321903	1
L12_DERMATHERP	Dermatitis herpetiformis	Diseases of the skin and subcutaneous tissue (L12_)	435	341188	5
L12_DERMATITISECZEMA	Dermatitis and eczema	Diseases of the skin and subcutaneous tissue (L12_)	35590	306909	40
L12_DERMATITISNAS	Other and unspecified dermatitis	Diseases of the skin and subcutaneous tissue (L12_)	19008	306909	12
L12_DERM_NUMMULAR	Nummular dermatitis	Diseases of the skin and subcutaneous tissue (L12_)	1868	306909	4
L12_DISORDSKINAPPENDIX	Disorders of skin appendages	Diseases of the skin and subcutaneous tissue (L12_)	13752	328747	8
L12_DYSHIDROSIS	Dyshidrosis [pompholyx]	Diseases of the skin and subcutaneous tissue (L12_)	355	306909	1
L12_EPIDERMALTHICKOTH	Other epidermal thickening	Diseases of the skin and subcutaneous tissue (L12_)	959	321903	0
L12_EPIDERMTHICKNAS	Other and unspecified epidermal thickening	Diseases of the skin and subcutaneous tissue (L12_)	610	321903	1
L12_ERYTHEMAMULTIF	Erythema multiforme	Diseases of the skin and subcutaneous tissue (L12_)	545	331270	0
L12_ERYTHEMANODOSUM	Erythema nodosum	Diseases of the skin and subcutaneous tissue (L12_)	724	331270	1
L12_ERYTHEMATOUSOTH	Other erythematous conditions	Diseases of the skin and subcutaneous tissue (L12_)	766	331270	0
L12_ERYTHRO_KELA	Universal erythroderma, KELA reimbursement	Diseases of the skin and subcutaneous tissue (L12_)	359	331270	2
